font,xpr,character,codepoint,glyph_index
JPN0007,0007ccd8.xpr,照,U+7167,515
JPN0007,0007ccd8.xpr,片,U+7247,516
JPN0007,0007ccd8.xpr,物,U+7269,517
JPN0007,0007ccd8.xpr,特,U+7279,518
JPN0007,0007ccd8.xpr,状,U+72B6,519
JPN0007,0007ccd8.xpr,理,U+7406,520
JPN0007,0007ccd8.xpr,生,U+751F,521
JPN0007,0007ccd8.xpr,用,U+7528,522
JPN0007,0007ccd8.xpr,田,U+7530,523
JPN0007,0007ccd8.xpr,甲,U+7532,524
JPN0007,0007ccd8.xpr,画,U+753B,525
JPN0007,0007ccd8.xpr,発,U+767A,526
JPN0007,0007ccd8.xpr,登,U+767B,527
JPN0007,0007ccd8.xpr,的,U+7684,528
JPN0007,0007ccd8.xpr,盛,U+76DB,529
JPN0007,0007ccd8.xpr,目,U+76EE,530
JPN0007,0007ccd8.xpr,着,U+7740,531
JPN0007,0007ccd8.xpr,矢,U+77E2,532
JPN0007,0007ccd8.xpr,破,U+7834,533
JPN0007,0007ccd8.xpr,確,U+78BA,534
JPN0007,0007ccd8.xpr,示,U+793A,535
JPN0007,0007ccd8.xpr,社,U+793E,536
JPN0007,0007ccd8.xpr,称,U+79F0,537
JPN0007,0007ccd8.xpr,移,U+79FB,538
JPN0007,0007ccd8.xpr,程,U+7A0B,539
JPN0007,0007ccd8.xpr,種,U+7A2E,540
JPN0007,0007ccd8.xpr,稿,U+7A3F,541
JPN0007,0007ccd8.xpr,空,U+7A7A,542
JPN0007,0007ccd8.xpr,章,U+7AE0,543
JPN0007,0007ccd8.xpr,第,U+7B2C,544
JPN0007,0007ccd8.xpr,箇,U+7B87,545
JPN0007,0007ccd8.xpr,管,U+7BA1,546
JPN0007,0007ccd8.xpr,箱,U+7BB1,547
JPN0007,0007ccd8.xpr,範,U+7BC4,548
JPN0007,0007ccd8.xpr,米,U+7C73,549
JPN0007,0007ccd8.xpr,約,U+7D04,550
JPN0007,0007ccd8.xpr,細,U+7D30,551
JPN0007,0007ccd8.xpr,紹,U+7D39,552
JPN0007,0007ccd8.xpr,終,U+7D42,553
JPN0007,0007ccd8.xpr,絡,U+7D61,554
JPN0007,0007ccd8.xpr,絶,U+7D76,555
JPN0007,0007ccd8.xpr,継,U+7D99,556
JPN0007,0007ccd8.xpr,続,U+7D9A,557
JPN0007,0007ccd8.xpr,緊,U+7DCA,558
JPN0007,0007ccd8.xpr,者,U+8005,559
JPN0007,0007ccd8.xpr,肩,U+80A9,560
JPN0007,0007ccd8.xpr,能,U+80FD,561
JPN0007,0007ccd8.xpr,自,U+81EA,562
JPN0007,0007ccd8.xpr,船,U+8239,563
JPN0007,0007ccd8.xpr,良,U+826F,564
JPN0007,0007ccd8.xpr,虫,U+866B,565
JPN0007,0007ccd8.xpr,衆,U+8846,566
JPN0007,0007ccd8.xpr,行,U+884C,567
JPN0007,0007ccd8.xpr,表,U+8868,568
JPN0007,0007ccd8.xpr,装,U+88C5,569
JPN0007,0007ccd8.xpr,要,U+8981,570
JPN0007,0007ccd8.xpr,見,U+898B,571
JPN0007,0007ccd8.xpr,規,U+898F,572
JPN0007,0007ccd8.xpr,覧,U+89A7,573
JPN0007,0007ccd8.xpr,触,U+89E6,574
JPN0007,0007ccd8.xpr,言,U+8A00,575
JPN0007,0007ccd8.xpr,計,U+8A08,576
JPN0007,0007ccd8.xpr,記,U+8A18,577
JPN0007,0007ccd8.xpr,設,U+8A2D,578
JPN0007,0007ccd8.xpr,許,U+8A31,579
JPN0007,0007ccd8.xpr,詳,U+8A73,580
JPN0007,0007ccd8.xpr,誇,U+8A87,581
JPN0007,0007ccd8.xpr,認,U+8A8D,582
JPN0007,0007ccd8.xpr,説,U+8AAC,583
JPN0007,0007ccd8.xpr,諾,U+8AFE,584
JPN0007,0007ccd8.xpr,豊,U+8C4A,585
JPN0007,0007ccd8.xpr,負,U+8CA0,586
JPN0007,0007ccd8.xpr,資,U+8CC7,587
JPN0007,0007ccd8.xpr,走,U+8D70,588
JPN0007,0007ccd8.xpr,越,U+8D8A,589
JPN0007,0007ccd8.xpr,跡,U+8DE1,590
JPN0007,0007ccd8.xpr,車,U+8ECA,591
JPN0007,0007ccd8.xpr,軍,U+8ECD,592
JPN0007,0007ccd8.xpr,追,U+8FFD,593
JPN0007,0007ccd8.xpr,途,U+9014,594
JPN0007,0007ccd8.xpr,通,U+901A,595
JPN0007,0007ccd8.xpr,速,U+901F,596
JPN0007,0007ccd8.xpr,連,U+9023,597
JPN0007,0007ccd8.xpr,進,U+9032,598
JPN0007,0007ccd8.xpr,遇,U+9047,599
JPN0007,0007ccd8.xpr,道,U+9053,600
JPN0007,0007ccd8.xpr,適,U+9069,601
JPN0007,0007ccd8.xpr,遭,U+906D,602
JPN0007,0007ccd8.xpr,選,U+9078,603
JPN0007,0007ccd8.xpr,遺,U+907A,604
JPN0007,0007ccd8.xpr,部,U+90E8,605
JPN0007,0007ccd8.xpr,量,U+91CF,606
JPN0007,0007ccd8.xpr,銃,U+9283,607
JPN0007,0007ccd8.xpr,録,U+9332,608
JPN0007,0007ccd8.xpr,長,U+9577,609
JPN0007,0007ccd8.xpr,閃,U+9583,610
JPN0007,0007ccd8.xpr,開,U+958B,611
JPN0007,0007ccd8.xpr,間,U+9593,612
JPN0007,0007ccd8.xpr,閲,U+95B2,613
JPN0007,0007ccd8.xpr,限,U+9650,614
JPN0007,0007ccd8.xpr,除,U+9664,615
JPN0007,0007ccd8.xpr,難,U+96E3,616
JPN0007,0007ccd8.xpr,電,U+96FB,617
JPN0007,0007ccd8.xpr,非,U+975E,618
JPN0007,0007ccd8.xpr,面,U+9762,619
JPN0007,0007ccd8.xpr,音,U+97F3,620
JPN0007,0007ccd8.xpr,響,U+97FF,621
JPN0007,0007ccd8.xpr,頂,U+9802,622
JPN0007,0007ccd8.xpr,項,U+9805,623
JPN0007,0007ccd8.xpr,願,U+9858,624
JPN0007,0007ccd8.xpr,高,U+9AD8,625
JPN0007,0007ccd8.xpr,！,U+FF01,626
JPN0007,0007ccd8.xpr,＆,U+FF06,627
JPN0007,0007ccd8.xpr,（,U+FF08,628
JPN0007,0007ccd8.xpr,）,U+FF09,629
JPN0007,0007ccd8.xpr,－,U+FF0D,630
JPN0007,0007ccd8.xpr,０,U+FF10,631
JPN0007,0007ccd8.xpr,１,U+FF11,632
JPN0007,0007ccd8.xpr,２,U+FF12,633
JPN0007,0007ccd8.xpr,：,U+FF1A,634
JPN0007,0007ccd8.xpr,？,U+FF1F,635
JPN0007,0007ccd8.xpr,Ｆ,U+FF26,636
JPN0007,0007ccd8.xpr,Ｎ,U+FF2E,637
JPN0007,0007ccd8.xpr,Ｏ,U+FF2F,638
JPN0007,0007ccd8.xpr,Ｘ,U+FF38,639
JPN0007,0007ccd8.xpr,Ｙ,U+FF39,640
JPN0007,0007ccd8.xpr,ｌ,U+FF4C,641
JPN0007,0007ccd8.xpr,～,U+FF5E,642
JPN000E,000ebbe8.xpr, ,U+0020,1
JPN000E,000ebbe8.xpr,!,U+0021,2
JPN000E,000ebbe8.xpr,"""",U+0022,3
JPN000E,000ebbe8.xpr,#,U+0023,4
JPN000E,000ebbe8.xpr,$,U+0024,5
JPN000E,000ebbe8.xpr,%,U+0025,6
JPN000E,000ebbe8.xpr,&,U+0026,7
JPN000E,000ebbe8.xpr,',U+0027,8
JPN000E,000ebbe8.xpr,(,U+0028,9
JPN000E,000ebbe8.xpr,),U+0029,10
JPN000E,000ebbe8.xpr,*,U+002A,11
JPN000E,000ebbe8.xpr,+,U+002B,12
JPN000E,000ebbe8.xpr,",",U+002C,13
JPN000E,000ebbe8.xpr,-,U+002D,14
JPN000E,000ebbe8.xpr,.,U+002E,15
JPN000E,000ebbe8.xpr,/,U+002F,16
JPN000E,000ebbe8.xpr,0,U+0030,17
JPN000E,000ebbe8.xpr,1,U+0031,18
JPN000E,000ebbe8.xpr,2,U+0032,19
JPN000E,000ebbe8.xpr,3,U+0033,20
JPN000E,000ebbe8.xpr,4,U+0034,21
JPN000E,000ebbe8.xpr,5,U+0035,22
JPN000E,000ebbe8.xpr,6,U+0036,23
JPN000E,000ebbe8.xpr,7,U+0037,24
JPN000E,000ebbe8.xpr,8,U+0038,25
JPN000E,000ebbe8.xpr,9,U+0039,26
JPN000E,000ebbe8.xpr,:,U+003A,27
JPN000E,000ebbe8.xpr,;,U+003B,28
JPN000E,000ebbe8.xpr,<,U+003C,29
JPN000E,000ebbe8.xpr,=,U+003D,30
JPN000E,000ebbe8.xpr,>,U+003E,31
JPN000E,000ebbe8.xpr,?,U+003F,32
JPN000E,000ebbe8.xpr,@,U+0040,33
JPN000E,000ebbe8.xpr,A,U+0041,34
JPN000E,000ebbe8.xpr,B,U+0042,35
JPN000E,000ebbe8.xpr,C,U+0043,36
JPN000E,000ebbe8.xpr,D,U+0044,37
JPN000E,000ebbe8.xpr,E,U+0045,38
JPN000E,000ebbe8.xpr,F,U+0046,39
JPN000E,000ebbe8.xpr,G,U+0047,40
JPN000E,000ebbe8.xpr,H,U+0048,41
JPN000E,000ebbe8.xpr,I,U+0049,42
JPN000E,000ebbe8.xpr,J,U+004A,43
JPN000E,000ebbe8.xpr,K,U+004B,44
JPN000E,000ebbe8.xpr,L,U+004C,45
JPN000E,000ebbe8.xpr,M,U+004D,46
JPN000E,000ebbe8.xpr,N,U+004E,47
JPN000E,000ebbe8.xpr,O,U+004F,48
JPN000E,000ebbe8.xpr,P,U+0050,49
JPN000E,000ebbe8.xpr,Q,U+0051,50
JPN000E,000ebbe8.xpr,R,U+0052,51
JPN000E,000ebbe8.xpr,S,U+0053,52
JPN000E,000ebbe8.xpr,T,U+0054,53
JPN000E,000ebbe8.xpr,U,U+0055,54
JPN000E,000ebbe8.xpr,V,U+0056,55
JPN000E,000ebbe8.xpr,W,U+0057,56
JPN000E,000ebbe8.xpr,X,U+0058,57
JPN000E,000ebbe8.xpr,Y,U+0059,58
JPN000E,000ebbe8.xpr,Z,U+005A,59
JPN000E,000ebbe8.xpr,[,U+005B,60
JPN000E,000ebbe8.xpr,\,U+005C,61
JPN000E,000ebbe8.xpr,],U+005D,62
JPN000E,000ebbe8.xpr,^,U+005E,63
JPN000E,000ebbe8.xpr,_,U+005F,64
JPN000E,000ebbe8.xpr,`,U+0060,65
JPN000E,000ebbe8.xpr,a,U+0061,66
JPN000E,000ebbe8.xpr,b,U+0062,67
JPN000E,000ebbe8.xpr,c,U+0063,68
JPN000E,000ebbe8.xpr,d,U+0064,69
JPN000E,000ebbe8.xpr,e,U+0065,70
JPN000E,000ebbe8.xpr,f,U+0066,71
JPN000E,000ebbe8.xpr,g,U+0067,72
JPN000E,000ebbe8.xpr,h,U+0068,73
JPN000E,000ebbe8.xpr,i,U+0069,74
JPN000E,000ebbe8.xpr,j,U+006A,75
JPN000E,000ebbe8.xpr,k,U+006B,76
JPN000E,000ebbe8.xpr,l,U+006C,77
JPN000E,000ebbe8.xpr,m,U+006D,78
JPN000E,000ebbe8.xpr,n,U+006E,79
JPN000E,000ebbe8.xpr,o,U+006F,80
JPN000E,000ebbe8.xpr,p,U+0070,81
JPN000E,000ebbe8.xpr,q,U+0071,82
JPN000E,000ebbe8.xpr,r,U+0072,83
JPN000E,000ebbe8.xpr,s,U+0073,84
JPN000E,000ebbe8.xpr,t,U+0074,85
JPN000E,000ebbe8.xpr,u,U+0075,86
JPN000E,000ebbe8.xpr,v,U+0076,87
JPN000E,000ebbe8.xpr,w,U+0077,88
JPN000E,000ebbe8.xpr,x,U+0078,89
JPN000E,000ebbe8.xpr,y,U+0079,90
JPN000E,000ebbe8.xpr,z,U+007A,91
JPN000E,000ebbe8.xpr,{,U+007B,92
JPN000E,000ebbe8.xpr,|,U+007C,93
JPN000E,000ebbe8.xpr,},U+007D,94
JPN000E,000ebbe8.xpr,~,U+007E,95
JPN000E,000ebbe8.xpr, ,U+00A0,96
JPN000E,000ebbe8.xpr,¡,U+00A1,97
JPN000E,000ebbe8.xpr,©,U+00A9,98
JPN000E,000ebbe8.xpr,ª,U+00AA,99
JPN000E,000ebbe8.xpr,«,U+00AB,100
JPN000E,000ebbe8.xpr,®,U+00AE,101
JPN000E,000ebbe8.xpr,°,U+00B0,102
JPN000E,000ebbe8.xpr,º,U+00BA,103
JPN000E,000ebbe8.xpr,»,U+00BB,104
JPN000E,000ebbe8.xpr,¿,U+00BF,105
JPN000E,000ebbe8.xpr,À,U+00C0,106
JPN000E,000ebbe8.xpr,Á,U+00C1,107
JPN000E,000ebbe8.xpr,Â,U+00C2,108
JPN000E,000ebbe8.xpr,Ã,U+00C3,109
JPN000E,000ebbe8.xpr,Ä,U+00C4,110
JPN000E,000ebbe8.xpr,Ç,U+00C7,111
JPN000E,000ebbe8.xpr,È,U+00C8,112
JPN000E,000ebbe8.xpr,É,U+00C9,113
JPN000E,000ebbe8.xpr,Ê,U+00CA,114
JPN000E,000ebbe8.xpr,Ì,U+00CC,115
JPN000E,000ebbe8.xpr,Í,U+00CD,116
JPN000E,000ebbe8.xpr,Î,U+00CE,117
JPN000E,000ebbe8.xpr,Ï,U+00CF,118
JPN000E,000ebbe8.xpr,Ñ,U+00D1,119
JPN000E,000ebbe8.xpr,Ò,U+00D2,120
JPN000E,000ebbe8.xpr,Ó,U+00D3,121
JPN000E,000ebbe8.xpr,Ô,U+00D4,122
JPN000E,000ebbe8.xpr,Õ,U+00D5,123
JPN000E,000ebbe8.xpr,Ö,U+00D6,124
JPN000E,000ebbe8.xpr,×,U+00D7,125
JPN000E,000ebbe8.xpr,Ù,U+00D9,126
JPN000E,000ebbe8.xpr,Ú,U+00DA,127
JPN000E,000ebbe8.xpr,Û,U+00DB,128
JPN000E,000ebbe8.xpr,Ü,U+00DC,129
JPN000E,000ebbe8.xpr,ß,U+00DF,130
JPN000E,000ebbe8.xpr,à,U+00E0,131
JPN000E,000ebbe8.xpr,á,U+00E1,132
JPN000E,000ebbe8.xpr,â,U+00E2,133
JPN000E,000ebbe8.xpr,ã,U+00E3,134
JPN000E,000ebbe8.xpr,ä,U+00E4,135
JPN000E,000ebbe8.xpr,ç,U+00E7,136
JPN000E,000ebbe8.xpr,è,U+00E8,137
JPN000E,000ebbe8.xpr,é,U+00E9,138
JPN000E,000ebbe8.xpr,ê,U+00EA,139
JPN000E,000ebbe8.xpr,ë,U+00EB,140
JPN000E,000ebbe8.xpr,ì,U+00EC,141
JPN000E,000ebbe8.xpr,í,U+00ED,142
JPN000E,000ebbe8.xpr,î,U+00EE,143
JPN000E,000ebbe8.xpr,ï,U+00EF,144
JPN000E,000ebbe8.xpr,ñ,U+00F1,145
JPN000E,000ebbe8.xpr,ò,U+00F2,146
JPN000E,000ebbe8.xpr,ó,U+00F3,147
JPN000E,000ebbe8.xpr,ô,U+00F4,148
JPN000E,000ebbe8.xpr,õ,U+00F5,149
JPN000E,000ebbe8.xpr,ö,U+00F6,150
JPN000E,000ebbe8.xpr,ù,U+00F9,151
JPN000E,000ebbe8.xpr,ú,U+00FA,152
JPN000E,000ebbe8.xpr,û,U+00FB,153
JPN000E,000ebbe8.xpr,ü,U+00FC,154
JPN000E,000ebbe8.xpr,ĉ,U+0109,155
JPN000E,000ebbe8.xpr,ō,U+014D,156
JPN000E,000ebbe8.xpr,Œ,U+0152,157
JPN000E,000ebbe8.xpr,œ,U+0153,158
JPN000E,000ebbe8.xpr,Ѐ,U+0400,159
JPN000E,000ebbe8.xpr,‐,U+2010,160
JPN000E,000ebbe8.xpr,–,U+2013,161
JPN000E,000ebbe8.xpr,―,U+2015,162
JPN000E,000ebbe8.xpr,‘,U+2018,163
JPN000E,000ebbe8.xpr,’,U+2019,164
JPN000E,000ebbe8.xpr,“,U+201C,165
JPN000E,000ebbe8.xpr,”,U+201D,166
JPN000E,000ebbe8.xpr,„,U+201E,167
JPN000E,000ebbe8.xpr,•,U+2022,168
JPN000E,000ebbe8.xpr,…,U+2026,169
JPN000E,000ebbe8.xpr,™,U+2122,170
JPN000E,000ebbe8.xpr,←,U+2190,171
JPN000E,000ebbe8.xpr,↑,U+2191,172
JPN000E,000ebbe8.xpr,→,U+2192,173
JPN000E,000ebbe8.xpr,↓,U+2193,174
JPN000E,000ebbe8.xpr,□,U+25A1,175
JPN000E,000ebbe8.xpr,△,U+25B3,176
JPN000E,000ebbe8.xpr,○,U+25CB,177
JPN000E,000ebbe8.xpr,●,U+25CF,178
JPN000E,000ebbe8.xpr,♪,U+266A,179
JPN000E,000ebbe8.xpr,　,U+3000,180
JPN000E,000ebbe8.xpr,、,U+3001,181
JPN000E,000ebbe8.xpr,。,U+3002,182
JPN000E,000ebbe8.xpr,「,U+300C,183
JPN000E,000ebbe8.xpr,」,U+300D,184
JPN000E,000ebbe8.xpr,【,U+3010,185
JPN000E,000ebbe8.xpr,】,U+3011,186
JPN000E,000ebbe8.xpr,ぁ,U+3041,187
JPN000E,000ebbe8.xpr,あ,U+3042,188
JPN000E,000ebbe8.xpr,い,U+3044,189
JPN000E,000ebbe8.xpr,う,U+3046,190
JPN000E,000ebbe8.xpr,ぇ,U+3047,191
JPN000E,000ebbe8.xpr,え,U+3048,192
JPN000E,000ebbe8.xpr,ぉ,U+3049,193
JPN000E,000ebbe8.xpr,お,U+304A,194
JPN000E,000ebbe8.xpr,か,U+304B,195
JPN000E,000ebbe8.xpr,が,U+304C,196
JPN000E,000ebbe8.xpr,き,U+304D,197
JPN000E,000ebbe8.xpr,く,U+304F,198
JPN000E,000ebbe8.xpr,け,U+3051,199
JPN000E,000ebbe8.xpr,げ,U+3052,200
JPN000E,000ebbe8.xpr,こ,U+3053,201
JPN000E,000ebbe8.xpr,さ,U+3055,202
JPN000E,000ebbe8.xpr,し,U+3057,203
JPN000E,000ebbe8.xpr,じ,U+3058,204
JPN000E,000ebbe8.xpr,す,U+3059,205
JPN000E,000ebbe8.xpr,ず,U+305A,206
JPN000E,000ebbe8.xpr,せ,U+305B,207
JPN000E,000ebbe8.xpr,そ,U+305D,208
JPN000E,000ebbe8.xpr,ぞ,U+305E,209
JPN000E,000ebbe8.xpr,た,U+305F,210
JPN000E,000ebbe8.xpr,だ,U+3060,211
JPN000E,000ebbe8.xpr,ち,U+3061,212
JPN000E,000ebbe8.xpr,っ,U+3063,213
JPN000E,000ebbe8.xpr,つ,U+3064,214
JPN000E,000ebbe8.xpr,て,U+3066,215
JPN000E,000ebbe8.xpr,で,U+3067,216
JPN000E,000ebbe8.xpr,と,U+3068,217
JPN000E,000ebbe8.xpr,な,U+306A,218
JPN000E,000ebbe8.xpr,に,U+306B,219
JPN000E,000ebbe8.xpr,ぬ,U+306C,220
JPN000E,000ebbe8.xpr,ね,U+306D,221
JPN000E,000ebbe8.xpr,の,U+306E,222
JPN000E,000ebbe8.xpr,は,U+306F,223
JPN000E,000ebbe8.xpr,び,U+3073,224
JPN000E,000ebbe8.xpr,ふ,U+3075,225
JPN000E,000ebbe8.xpr,ぶ,U+3076,226
JPN000E,000ebbe8.xpr,ま,U+307E,227
JPN000E,000ebbe8.xpr,め,U+3081,228
JPN000E,000ebbe8.xpr,も,U+3082,229
JPN000E,000ebbe8.xpr,よ,U+3088,230
JPN000E,000ebbe8.xpr,ら,U+3089,231
JPN000E,000ebbe8.xpr,り,U+308A,232
JPN000E,000ebbe8.xpr,る,U+308B,233
JPN000E,000ebbe8.xpr,れ,U+308C,234
JPN000E,000ebbe8.xpr,ろ,U+308D,235
JPN000E,000ebbe8.xpr,わ,U+308F,236
JPN000E,000ebbe8.xpr,を,U+3092,237
JPN000E,000ebbe8.xpr,ん,U+3093,238
JPN000E,000ebbe8.xpr,ア,U+30A2,239
JPN000E,000ebbe8.xpr,ィ,U+30A3,240
JPN000E,000ebbe8.xpr,イ,U+30A4,241
JPN000E,000ebbe8.xpr,ウ,U+30A6,242
JPN000E,000ebbe8.xpr,ォ,U+30A9,243
JPN000E,000ebbe8.xpr,オ,U+30AA,244
JPN000E,000ebbe8.xpr,カ,U+30AB,245
JPN000E,000ebbe8.xpr,ク,U+30AF,246
JPN000E,000ebbe8.xpr,グ,U+30B0,247
JPN000E,000ebbe8.xpr,ゴ,U+30B4,248
JPN000E,000ebbe8.xpr,サ,U+30B5,249
JPN000E,000ebbe8.xpr,ザ,U+30B6,250
JPN000E,000ebbe8.xpr,シ,U+30B7,251
JPN000E,000ebbe8.xpr,ジ,U+30B8,252
JPN000E,000ebbe8.xpr,ス,U+30B9,253
JPN000E,000ebbe8.xpr,ズ,U+30BA,254
JPN000E,000ebbe8.xpr,セ,U+30BB,255
JPN000E,000ebbe8.xpr,タ,U+30BF,256
JPN000E,000ebbe8.xpr,ダ,U+30C0,257
JPN000E,000ebbe8.xpr,ッ,U+30C3,258
JPN000E,000ebbe8.xpr,ツ,U+30C4,259
JPN000E,000ebbe8.xpr,デ,U+30C7,260
JPN000E,000ebbe8.xpr,ト,U+30C8,261
JPN000E,000ebbe8.xpr,ド,U+30C9,262
JPN000E,000ebbe8.xpr,ニ,U+30CB,263
JPN000E,000ebbe8.xpr,ネ,U+30CD,264
JPN000E,000ebbe8.xpr,ノ,U+30CE,265
JPN000E,000ebbe8.xpr,バ,U+30D0,266
JPN000E,000ebbe8.xpr,ビ,U+30D3,267
JPN000E,000ebbe8.xpr,ピ,U+30D4,268
JPN000E,000ebbe8.xpr,フ,U+30D5,269
JPN000E,000ebbe8.xpr,ブ,U+30D6,270
JPN000E,000ebbe8.xpr,ペ,U+30DA,271
JPN000E,000ebbe8.xpr,ホ,U+30DB,272
JPN000E,000ebbe8.xpr,ボ,U+30DC,273
JPN000E,000ebbe8.xpr,ポ,U+30DD,274
JPN000E,000ebbe8.xpr,マ,U+30DE,275
JPN000E,000ebbe8.xpr,ミ,U+30DF,276
JPN000E,000ebbe8.xpr,メ,U+30E1,277
JPN000E,000ebbe8.xpr,モ,U+30E2,278
JPN000E,000ebbe8.xpr,ャ,U+30E3,279
JPN000E,000ebbe8.xpr,ュ,U+30E5,280
JPN000E,000ebbe8.xpr,ョ,U+30E7,281
JPN000E,000ebbe8.xpr,ラ,U+30E9,282
JPN000E,000ebbe8.xpr,リ,U+30EA,283
JPN000E,000ebbe8.xpr,ル,U+30EB,284
JPN000E,000ebbe8.xpr,レ,U+30EC,285
JPN000E,000ebbe8.xpr,ロ,U+30ED,286
JPN000E,000ebbe8.xpr,ワ,U+30EF,287
JPN000E,000ebbe8.xpr,ン,U+30F3,288
JPN000E,000ebbe8.xpr,・,U+30FB,289
JPN000E,000ebbe8.xpr,ー,U+30FC,290
JPN000E,000ebbe8.xpr,一,U+4E00,291
JPN000E,000ebbe8.xpr,上,U+4E0A,292
JPN000E,000ebbe8.xpr,不,U+4E0D,293
JPN000E,000ebbe8.xpr,久,U+4E45,294
JPN000E,000ebbe8.xpr,争,U+4E89,295
JPN000E,000ebbe8.xpr,人,U+4EBA,296
JPN000E,000ebbe8.xpr,今,U+4ECA,297
JPN000E,000ebbe8.xpr,以,U+4EE5,298
JPN000E,000ebbe8.xpr,仮,U+4EEE,299
JPN000E,000ebbe8.xpr,伏,U+4F0F,300
JPN000E,000ebbe8.xpr,会,U+4F1A,301
JPN000E,000ebbe8.xpr,体,U+4F53,302
JPN000E,000ebbe8.xpr,何,U+4F55,303
JPN000E,000ebbe8.xpr,使,U+4F7F,304
JPN000E,000ebbe8.xpr,侵,U+4FB5,305
JPN000E,000ebbe8.xpr,信,U+4FE1,306
JPN000E,000ebbe8.xpr,俺,U+4FFA,307
JPN000E,000ebbe8.xpr,傷,U+50B7,308
JPN000E,000ebbe8.xpr,光,U+5149,309
JPN000E,000ebbe8.xpr,入,U+5165,310
JPN000E,000ebbe8.xpr,全,U+5168,311
JPN000E,000ebbe8.xpr,兵,U+5175,312
JPN000E,000ebbe8.xpr,処,U+51E6,313
JPN000E,000ebbe8.xpr,凶,U+51F6,314
JPN000E,000ebbe8.xpr,出,U+51FA,315
JPN000E,000ebbe8.xpr,分,U+5206,316
JPN000E,000ebbe8.xpr,制,U+5236,317
JPN000E,000ebbe8.xpr,前,U+524D,318
JPN000E,000ebbe8.xpr,力,U+529B,319
JPN000E,000ebbe8.xpr,助,U+52A9,320
JPN000E,000ebbe8.xpr,効,U+52B9,321
JPN000E,000ebbe8.xpr,動,U+52D5,322
JPN000E,000ebbe8.xpr,匹,U+5339,323
JPN000E,000ebbe8.xpr,十,U+5341,324
JPN000E,000ebbe8.xpr,友,U+53CB,325
JPN000E,000ebbe8.xpr,可,U+53EF,326
JPN000E,000ebbe8.xpr,噂,U+5642,327
JPN000E,000ebbe8.xpr,器,U+5668,328
JPN000E,000ebbe8.xpr,回,U+56DE,329
JPN000E,000ebbe8.xpr,囮,U+56EE,330
JPN000E,000ebbe8.xpr,囲,U+56F2,331
JPN000E,000ebbe8.xpr,外,U+5916,332
JPN000E,000ebbe8.xpr,大,U+5927,333
JPN000E,000ebbe8.xpr,奥,U+5965,334
JPN000E,000ebbe8.xpr,威,U+5A01,335
JPN000E,000ebbe8.xpr,娘,U+5A18,336
JPN000E,000ebbe8.xpr,婚,U+5A5A,337
JPN000E,000ebbe8.xpr,完,U+5B8C,338
JPN000E,000ebbe8.xpr,実,U+5B9F,339
JPN000E,000ebbe8.xpr,審,U+5BE9,340
JPN000E,000ebbe8.xpr,対,U+5BFE,341
JPN000E,000ebbe8.xpr,専,U+5C02,342
JPN000E,000ebbe8.xpr,差,U+5DEE,343
JPN000E,000ebbe8.xpr,広,U+5E83,344
JPN000E,000ebbe8.xpr,延,U+5EF6,345
JPN000E,000ebbe8.xpr,強,U+5F37,346
JPN000E,000ebbe8.xpr,弾,U+5F3E,347
JPN000E,000ebbe8.xpr,復,U+5FA9,348
JPN000E,000ebbe8.xpr,心,U+5FC3,349
JPN000E,000ebbe8.xpr,快,U+5FEB,350
JPN000E,000ebbe8.xpr,恥,U+6065,351
JPN000E,000ebbe8.xpr,意,U+610F,352
JPN000E,000ebbe8.xpr,愛,U+611B,353
JPN000E,000ebbe8.xpr,戦,U+6226,354
JPN000E,000ebbe8.xpr,手,U+624B,355
JPN000E,000ebbe8.xpr,投,U+6295,356
JPN000E,000ebbe8.xpr,抜,U+629C,357
JPN000E,000ebbe8.xpr,撃,U+6483,358
JPN000E,000ebbe8.xpr,擲,U+64F2,359
JPN000E,000ebbe8.xpr,攻,U+653B,360
JPN000E,000ebbe8.xpr,敵,U+6575,361
JPN000E,000ebbe8.xpr,日,U+65E5,362
JPN000E,000ebbe8.xpr,昔,U+6614,363
JPN000E,000ebbe8.xpr,時,U+6642,364
JPN000E,000ebbe8.xpr,普,U+666E,365
JPN000E,000ebbe8.xpr,暴,U+66B4,366
JPN000E,000ebbe8.xpr,果,U+679C,367
JPN000E,000ebbe8.xpr,榴,U+69B4,368
JPN000E,000ebbe8.xpr,構,U+69CB,369
JPN000E,000ebbe8.xpr,正,U+6B63,370
JPN000E,000ebbe8.xpr,武,U+6B66,371
JPN000E,000ebbe8.xpr,死,U+6B7B,372
JPN000E,000ebbe8.xpr,殊,U+6B8A,373
JPN000E,000ebbe8.xpr,殺,U+6BBA,374
JPN000E,000ebbe8.xpr,気,U+6C17,375
JPN000E,000ebbe8.xpr,注,U+6CE8,376
JPN000E,000ebbe8.xpr,無,U+7121,377
JPN000E,000ebbe8.xpr,煙,U+7159,378
JPN000E,000ebbe8.xpr,片,U+7247,379
JPN000E,000ebbe8.xpr,版,U+7248,380
JPN000E,000ebbe8.xpr,特,U+7279,381
JPN000E,000ebbe8.xpr,狐,U+72D0,382
JPN000E,000ebbe8.xpr,狙,U+72D9,383
JPN000E,000ebbe8.xpr,理,U+7406,384
JPN000E,000ebbe8.xpr,璧,U+74A7,385
JPN000E,000ebbe8.xpr,生,U+751F,386
JPN000E,000ebbe8.xpr,用,U+7528,387
