resource_class,file_id,scope,unique_index_start,unique_index_end,row_count,all_001c_100_percent,high_value_count,ordinary_count,min_0007_coverage,min_000e_coverage,min_00c7_coverage,max_loading_fixture_similarity,loading_union_similarity,unique_indices,sample_jpn_texts
STAGEDAT_OLANG,LANG_CHARAEDIT.OLANG,OUTSIDE_LOADING,31,33,3,YES,0,3,100.00%,100.00%,100.00%,0.181818,0.006993,31;32;33,はい || OK || いいえ
STAGEDAT_OLANG,LANG_CHARAEDIT.OLANG,OUTSIDE_LOADING,35,37,3,YES,2,1,100.00%,50.00%,100.00%,0.115385,0.027491,35;36;37,CANCEL || 戻る || キャラクターを選択します。
STAGEDAT_OLANG,LANG_DEMOTELOP4.OLANG,OUTSIDE_LOADING,21,23,3,YES,0,3,100.00%,100.00%,100.00%,0.111111,0.010239,21;22;23,COMPOSER || AKIHIRO HONDA || SOUND DIRECTOR
STAGEDAT_OLANG,LANG_GAMEOVER.OLANG,OUTSIDE_LOADING,0,2,3,YES,0,3,100.00%,100.00%,100.00%,0.129032,0.013468,0;1;2,METAL GEAR SOLID PEACE WALKER || RESTART MISSION || MISSION SELECT
STAGEDAT_OLANG,LANG_GETTITLE_INSIGNIA_LIST.OLANG,OUTSIDE_LOADING,21,23,3,YES,0,3,100.00%,100.00%,100.00%,0.047619,0.003484,21;22;23,BEE || BEAR || ANT
STAGEDAT_OLANG,LANG_ITEM_SHORT_NAME.OLANG,OUTSIDE_LOADING,5,7,3,YES,0,3,100.00%,100.00%,100.00%,0.037037,0.003413,5;6;7,CAMERA || ID CARD(H) || ID CARD(P)
STAGEDAT_OLANG,LANG_ITEM_SHORT_NAME.OLANG,OUTSIDE_LOADING,79,81,3,YES,0,3,100.00%,100.00%,100.00%,0.071429,0.006803,79;80;81,NKD(SNAKE) || NKD(SPLIT) || NKD(T.B)
STAGEDAT_OLANG,LANG_ITEM_SHORT_NAME.OLANG,OUTSIDE_LOADING,93,95,3,YES,0,3,100.00%,100.00%,100.00%,0.035714,0.003401,93;94;95,NKD(RED) || NKD(WHITE) || NKD(N.BLU)
STAGEDAT_OLANG,LANG_ITEM_SHORT_NAME.OLANG,OUTSIDE_LOADING,97,99,3,YES,0,3,100.00%,100.00%,100.00%,0.037037,0.003413,97;98;99,NKD(KHAKI) || NKD(BLACK) || NAKED
STAGEDAT_OLANG,LANG_ITEM_SHORT_NAME.OLANG,OUTSIDE_LOADING,115,117,3,YES,0,3,100.00%,100.00%,100.00%,0.083333,0.006897,115;116;117,AUSCAM || CHOCO-CHIP || WATER
STAGEDAT_OLANG,LANG_ITEM_SHORT_NAME.OLANG,OUTSIDE_LOADING,148,150,3,YES,0,3,100.00%,100.00%,100.00%,0.041667,0.010417,148;149;150,CG.FLTN AM || M202 AMMO || LAW AMMO
STAGEDAT_OLANG,LANG_ITEM_SHORT_NAME.OLANG,OUTSIDE_LOADING,155,157,3,YES,0,3,100.00%,100.00%,100.00%,0.086957,0.006920,155;156;157,COMBO AMMO || CG HEAT || CG AMMO
STAGEDAT_OLANG,LANG_ITEM_SHORT_NAME.OLANG,OUTSIDE_LOADING,169,171,3,YES,0,3,100.00%,100.00%,100.00%,0.120000,0.013793,169;170;171,12G.(RBR) || MATE || BT.RATION
STAGEDAT_OLANG,LANG_ITEM_SHORT_NAME.OLANG,OUTSIDE_LOADING,187,189,3,YES,0,3,100.00%,100.00%,100.00%,0.120000,0.010309,187;188;189,SOLITON R. || SRND. IND. || ANEST.(S)
STAGEDAT_OLANG,LANG_ITEM_TEXT.OLANG,OUTSIDE_LOADING,640,642,3,YES,0,3,100.00%,100.00%,100.00%,0.037037,0.003413,640;641;642,CAMERA || ID CARD(H) || ID CARD(P)
STAGEDAT_OLANG,LANG_ITEM_TEXT.OLANG,OUTSIDE_LOADING,686,688,3,YES,0,3,100.00%,100.00%,100.00%,0.071429,0.006803,686;687;688,NKD(SNAKE) || NKD(SPLIT) || NKD(T.B)
STAGEDAT_OLANG,LANG_ITEM_TEXT.OLANG,OUTSIDE_LOADING,743,745,3,YES,0,3,100.00%,100.00%,100.00%,0.086957,0.006920,743;744;745,COMBO AMMO || CG HEAT || CG AMMO
STAGEDAT_OLANG,LANG_ITEM_TEXT.OLANG,OUTSIDE_LOADING,768,770,3,YES,0,3,100.00%,100.00%,100.00%,0.120000,0.010309,768;769;770,SOLITON R. || SRND. IND. || ANEST.(S)
STAGEDAT_OLANG,LANG_ITEM_TEXT.OLANG,OUTSIDE_LOADING,789,791,3,YES,0,3,100.00%,100.00%,100.00%,0.076923,0.010381,789;790;791,12 GAUGE || BANDANA || SHLD(BK)
STAGEDAT_OLANG,LANG_MISSION_ENDTELOP.OLANG,OUTSIDE_LOADING,25,27,3,YES,0,3,100.00%,100.00%,100.00%,0.096774,0.010101,25;26;27,INFILTRATE THE U.S. MISSILE BASE || HEAD TO THE CONTROL TOWER || PEACE WALKER BATTLE 2
STAGEDAT_OLANG,LANG_MISSION_ENDTELOP.OLANG,OUTSIDE_LOADING,54,56,3,YES,0,3,100.00%,100.00%,100.00%,0.142857,0.013605,54;55;56,CLEARING ESCAPE || OBSTACLE DEMOLITION || PRISONER ESCORT
STAGEDAT_OLANG,LANG_MISSION_ENDTELOP.OLANG,OUTSIDE_LOADING,64,66,3,YES,0,3,100.00%,100.00%,100.00%,0.142857,0.013605,64;65;66,TARGET PRACTICE: NO LIMIT || TARGET PRACTICE: TIME ATTACK || TARGET PRACTICE: SCORE ATTACK
STAGEDAT_OLANG,LANG_MYOUTER_DEVELOP_METAL.OLANG,OUTSIDE_LOADING,35,37,3,YES,0,3,100.00%,100.00%,100.00%,0.080000,0.006873,35;36;37,ARMOR || RAILGUN || RADOME
STAGEDAT_OLANG,LANG_MYOUTER_DEVELOP_METAL.OLANG,OUTSIDE_LOADING,40,42,3,YES,0,3,100.00%,100.00%,100.00%,0.045455,0.003472,40;41;42,PEACE WALKER || COCOON || PUPA
STAGEDAT_OLANG,LANG_MYOUTER_DEVELOP_METAL.OLANG,OUTSIDE_LOADING,58,60,3,YES,0,3,100.00%,100.00%,100.00%,0.083333,0.006897,58;59;60,HEAD UNIT || FOOT UNIT || NORMAL
STAGEDAT_OLANG,LANG_MYOUTER_STAFF.OLANG,OUTSIDE_LOADING,1,3,3,YES,0,3,100.00%,100.00%,100.00%,0.120000,0.010309,1;2;3,SOLDIER SELECTOR || ASSIGNMENT || STAFF
STAGEDAT_OLANG,LANG_MYOUTER_STAFF.OLANG,OUTSIDE_LOADING,18,20,3,YES,0,3,100.00%,100.00%,100.00%,0.090909,0.006944,18;19;20,BEST || ALL || SORT
STAGEDAT_OLANG,LANG_MYOUTER_STAFF.OLANG,OUTSIDE_LOADING,25,27,3,YES,0,3,100.00%,100.00%,100.00%,0.115385,0.010274,25;26;27,NUMBER OF STAFF || LIST-MODE ||   (INSERT)
STAGEDAT_OLANG,LANG_MYOUTER_UTIL.OLANG,OUTSIDE_LOADING,25,27,3,YES,0,3,100.00%,100.00%,100.00%,0.090909,0.006944,25;26;27,SKIP || OK || NO
STAGEDAT_OLANG,LANG_PW_COMMON.OLANG,OUTSIDE_LOADING,9,11,3,YES,0,3,100.00%,100.00%,100.00%,0.086957,0.006920,9;10;11,CLOSE || BACK || TEST
STAGEDAT_OLANG,LANG_PW_COMMON.OLANG,OUTSIDE_LOADING,15,17,3,YES,0,3,100.00%,100.00%,100.00%,0.111111,0.013841,15;16;17,START ボタン || SELECT ボタン || R ボタン
STAGEDAT_OLANG,LANG_PW_COMMON.OLANG,OUTSIDE_LOADING,26,28,3,YES,0,3,100.00%,100.00%,100.00%,0.181818,0.006993,26;27;28,OK || NO || はい
STAGEDAT_OLANG,LANG_SYNC.OLANG,OUTSIDE_LOADING,5,7,3,YES,0,3,100.00%,100.00%,100.00%,0.086957,0.006920,5;6;7,S || B || NO USE
STAGEDAT_OLANG,LANG_SYSTEM.OLANG,OUTSIDE_LOADING,19,21,3,YES,0,3,100.00%,100.00%,100.00%,0.080000,0.006873,19;20;21,CHANGE: || CANNOT GET || B
STAGEDAT_OLANG,LANG_VOCALOID.OLANG,OUTSIDE_LOADING,18,20,3,YES,0,3,100.00%,100.00%,100.00%,0.041667,0.003448,18;19;20,HELP || TEMPO || AUTHOR
STAGEDAT_OLANG,LANG_VOCALOID_KEYBOARD.OLANG,OUTSIDE_LOADING,65,67,3,YES,0,3,100.00%,100.00%,100.00%,0.000000,0.000000,65;66;67,n || l || r
STAGEDAT_OLANG,LANG_V_THEATER010.OLANG,OUTSIDE_LOADING,9,11,3,YES,2,1,88.89%,80.00%,100.00%,0.250000,0.027875,9;10;11,ああ そうだ || それじゃ… || 俺は もう 戻らない…
STAGEDAT_OLANG,LANG_V_THEATER010.OLANG,OUTSIDE_LOADING,18,20,3,YES,3,0,80.00%,45.45%,100.00%,0.181818,0.038462,18;19;20,"あの時 <R=彼女,ザ・ボス>は… || 彼女は 最期に銃を棄てた || 何だって？"
STAGEDAT_OLANG,LANG_WEAPON_SHORT_NAME.OLANG,OUTSIDE_LOADING,26,28,3,YES,0,3,100.00%,100.00%,100.00%,0.000000,0.000000,26;27;28,CAW || LAW || PKM
STAGEDAT_OLANG,LANG_WEAPON_SHORT_NAME.OLANG,OUTSIDE_LOADING,58,60,3,YES,0,3,100.00%,100.00%,100.00%,0.130435,0.010381,58;59;60,BANANA || STRIKE MK. || NOTHING
STAGEDAT_OLANG,LANG_WEAPON_SHORT_NAME.OLANG,OUTSIDE_LOADING,62,64,3,YES,0,3,100.00%,100.00%,100.00%,0.038462,0.003425,62;63;64,FULTON M. || TEMP || AERIAL M.
STAGEDAT_OLANG,LANG_WEAPON_SHORT_NAME.OLANG,OUTSIDE_LOADING,91,93,3,YES,0,3,100.00%,100.00%,100.00%,0.166667,0.013793,91;92;93,SLING BAND || SLING POST || STLTH GUN
STAGEDAT_OLANG,LANG_WEAPON_TEXT.OLANG,OUTSIDE_LOADING,199,201,3,YES,0,3,100.00%,100.00%,100.00%,0.000000,0.000000,199;200;201,CAW || LAW || PKM
STAGEDAT_OLANG,LANG_WEAPON_TEXT.OLANG,OUTSIDE_LOADING,283,285,3,YES,0,3,100.00%,100.00%,100.00%,0.095238,0.006993,283;284;285,G11 || SUG || RPK
STAGEDAT_OLANG,LANG_WEAPON_TEXT.OLANG,OUTSIDE_LOADING,333,335,3,YES,0,3,100.00%,100.00%,100.00%,0.130435,0.010381,333;334;335,BANANA || STRIKE MK. || NOTHING
STAGEDAT_OLANG,LANG_WEAPON_TEXT.OLANG,OUTSIDE_LOADING,337,339,3,YES,0,3,100.00%,100.00%,100.00%,0.038462,0.003425,337;338;339,FULTON M. || TEMP || AERIAL M.
STAGEDAT_OLANG,LANG_WEAPON_TEXT.OLANG,OUTSIDE_LOADING,377,379,3,YES,0,3,100.00%,100.00%,100.00%,0.043478,0.003460,377;378;379,M1C (MR) || DSHK || EMW GUN
YPK_GTT,1C0FB26B,OUTSIDE_LOADING,28,30,3,YES,3,0,83.33%,83.33%,100.00%,0.280000,0.048951,28;29;30,わしはおまえを見守っているぞ || 森となって… || どうした 敵か？
YPK_GTT,1C79F2AD,OUTSIDE_LOADING,61,63,3,YES,2,1,50.00%,100.00%,100.00%,0.147059,0.024476,61;62;63,そうだ いいぞボス || いいぞ || そうだ
BRIEFING,BRIEFING_FILES_BLOCK_004590,OUTSIDE_LOADING,9,10,2,YES,1,1,76.47%,76.47%,100.00%,0.346154,0.059441,9;10,とはいえ、平和な世界にも生きられない。\n || それはそうなんだが…。\n
BRIEFING,BRIEFING_FILES_BLOCK_005C00,OUTSIDE_LOADING,3,4,2,YES,1,1,100.00%,62.50%,100.00%,0.125000,0.024390,3;4,そうだ。\n || 中米でも作戦を？\n
BRIEFING,BRIEFING_FILES_BLOCK_00A080,OUTSIDE_LOADING,12,13,2,YES,0,2,100.00%,100.00%,100.00%,0.294118,0.020979,12;13,…。\n || な、なんだよ。\n
BRIEFING,BRIEFING_FILES_BLOCK_010B70,OUTSIDE_LOADING,28,29,2,YES,2,0,90.91%,93.33%,100.00%,0.323529,0.052448,28;29,俺とあんたのようにか。\n || そうだ。あれからもう2年がたつ…。\n
BRIEFING,BRIEFING_FILES_BLOCK_013630,OUTSIDE_LOADING,8,9,2,YES,1,1,100.00%,90.00%,100.00%,0.208333,0.034965,8;9,わかるか？\n || …一生そうやってろ。\n
BRIEFING,BRIEFING_FILES_BLOCK_02EDB0,OUTSIDE_LOADING,6,7,2,YES,2,0,71.43%,71.43%,100.00%,0.357143,0.055944,6;7,俺が祖国を…？\n || ええ。それくらい、私にだってわかる。\n
BRIEFING,BRIEFING_FILES_BLOCK_032C30,OUTSIDE_LOADING,7,8,2,YES,1,1,75.00%,100.00%,100.00%,0.107143,0.013986,7;8,何それ。\n || えっ？\n
BRIEFING,BRIEFING_FILES_BLOCK_032C30,OUTSIDE_LOADING,10,11,2,YES,0,2,100.00%,100.00%,100.00%,0.193548,0.024476,10;11,…そうなのか？\n || そうよ。\n
BRIEFING,BRIEFING_FILES_BLOCK_034C20,OUTSIDE_LOADING,9,10,2,YES,1,1,84.62%,92.31%,100.00%,0.333333,0.045455,9;10,ああ、そうだな。\n || ……勝てるのかしら、あたし達。\n
BRIEFING,BRIEFING_FILES_BLOCK_03CDD0,OUTSIDE_LOADING,8,9,2,YES,1,1,100.00%,90.91%,100.00%,0.314286,0.066434,8;9,その前につかまらないようにしたいところだな。\n || ええ。それがいちばんだわ。\n
BRIEFING,BRIEFING_FILES_BLOCK_03EEB0,OUTSIDE_LOADING,4,5,2,YES,1,1,100.00%,95.00%,100.00%,0.314286,0.069930,4;5,じっくり見ている時間はないかもしれないけど…。\n || わかった。なんとかする。\n
BRIEFING,BRIEFING_FILES_BLOCK_040440,OUTSIDE_LOADING,3,4,2,YES,2,0,90.91%,86.36%,100.00%,1.000000,0.092150,3;4,"敵がいつ来るかわからないのに、のんびり飯なんか食って\nられるか！\n || 俺だって一人前の<R=FSLN,サンディニスタ>なんだ。女にそんなこと言われた\nくない！！\n"
BRIEFING,BRIEFING_FILES_BLOCK_048EE0,OUTSIDE_LOADING,1,2,2,YES,1,1,75.00%,100.00%,100.00%,0.153846,0.013986,1;2,っ…。\n || 俺が…。\n
BRIEFING,BRIEFING_FILES_BLOCK_04A590,OUTSIDE_LOADING,11,12,2,YES,1,1,100.00%,94.44%,100.00%,0.214286,0.048276,11;12,そ、そうか…。\n || それで、トレニャーはなんて言ってたんだ？\n
BRIEFING,BRIEFING_FILES_BLOCK_04DFB0,OUTSIDE_LOADING,5,6,2,YES,1,1,88.89%,81.48%,100.00%,0.326087,0.094406,5;6,からかうのはよしてくれ。\n || いや、お前には、私が生身の人間であることは証明出来な\nいはずだ。\n
BRIEFING,BRIEFING_FILES_BLOCK_04EE70,OUTSIDE_LOADING,6,7,2,YES,2,0,66.67%,66.67%,100.00%,0.255814,0.069930,6;7,それだけじゃない。彼女には、意志があった。\n || 意志？\n
BRIEFING,BRIEFING_FILES_BLOCK_04F520,OUTSIDE_LOADING,20,21,2,YES,1,1,92.31%,92.31%,100.00%,0.363636,0.090909,20;21,これからは現実の人間を見て生きたい。そう思えるように\nなれた。\n || そうか。\n
BRIEFING,BRIEFING_FILES_BLOCK_051320,OUTSIDE_LOADING,3,4,2,YES,2,0,90.91%,81.82%,100.00%,0.194444,0.041958,3;4,そうなれば何だと言うんだ。\n || 言わなくてもわかるだろう？\n
BRIEFING,BRIEFING_FILES_BLOCK_056170,OUTSIDE_LOADING,21,22,2,YES,0,2,100.00%,100.00%,100.00%,0.269231,0.024476,21;22,それにそもそも！\n || まだあるのか。\n
BRIEFING,BRIEFING_FILES_BLOCK_058FC0,OUTSIDE_LOADING,16,17,2,YES,2,0,88.89%,77.78%,100.00%,0.277778,0.041958,16;17,そういう意味じゃ…。\n || ごまかさなくてもいいのに。\n
BRIEFING,BRIEFING_FILES_BLOCK_058FC0,OUTSIDE_LOADING,19,20,2,YES,1,1,100.00%,87.50%,100.00%,0.285714,0.031469,19;20,そ、そんなことないわ。\n || あやしいもんだ。\n
BRIEFING,BRIEFING_FILES_BLOCK_060450,OUTSIDE_LOADING,5,6,2,YES,1,1,84.21%,94.74%,100.00%,0.310345,0.066434,5;6,私が知らないうちに何もかも知りつくされたい。\n || そうか？\n
BRIEFING,BRIEFING_FILES_BLOCK_0614E0,OUTSIDE_LOADING,25,26,2,YES,2,0,66.67%,85.71%,100.00%,0.121212,0.024476,25;26,何か言った！？\n || 何も。\n
BRIEFING,BRIEFING_FILES_BLOCK_063B40,OUTSIDE_LOADING,23,24,2,YES,2,0,80.00%,90.00%,100.00%,0.333333,0.045455,23;24,何が違ったのかしら？\n || さあな。俺が知りたいくらいだ。\n
BRIEFING,BRIEFING_FILES_BLOCK_0652F0,OUTSIDE_LOADING,17,18,2,YES,1,1,86.67%,86.67%,100.00%,0.322581,0.052448,17;18,僕はもっと自由になれたかもしれない。\n || …。\n
BRIEFING,BRIEFING_FILES_BLOCK_069580,OUTSIDE_LOADING,5,6,2,YES,0,2,100.00%,100.00%,100.00%,0.136364,0.020979,5;6,…そこだよ。\n || そこ？\n
BRIEFING,BRIEFING_FILES_BLOCK_070BB0,OUTSIDE_LOADING,7,8,2,YES,0,2,100.00%,100.00%,100.00%,0.315789,0.027875,7;8,…まさか。\n || いないのか？　サンタ。\n
BRIEFING,BRIEFING_FILES_BLOCK_0838E0,OUTSIDE_LOADING,29,30,2,YES,2,0,90.91%,90.91%,100.00%,0.289474,0.076923,29;30,けれど、だからこそ私は、彼を殺すことになるだろう。\n || あるいは私が殺されるか。\n
BRIEFING,BRIEFING_FILES_BLOCK_084BB0,OUTSIDE_LOADING,17,18,2,YES,1,1,82.76%,79.31%,100.00%,0.410256,0.101399,17;18,思えばここに来てからが、私の人生で最も平和な時だった\nのかもしれない。\n || しかし、それももう終わる。\n
BRIEFING,BRIEFING_FILES_BLOCK_088F20,OUTSIDE_LOADING,2,3,2,YES,0,2,100.00%,100.00%,100.00%,0.294118,0.038462,2;3,その時はわからなかった。\n || でも、いまならわかる。\n
BRIEFING,BRIEFING_FILES_BLOCK_088F20,OUTSIDE_LOADING,10,11,2,YES,2,0,100.00%,90.91%,100.00%,0.318182,0.059441,10;11,つまり、あなたをも殺さなければならない。\n || でも、それは出来ない。\n
BRIEFING,BRIEFING_FILES_BLOCK_088F20,OUTSIDE_LOADING,16,17,2,YES,2,0,100.00%,86.67%,100.00%,0.424242,0.066434,16;17,これだけはあなたに言わなければならない。\n || そしてあなたには……生きてもらわなければならない。\n
BRIEFING,BRIEFING_FILES_BLOCK_0924D0,OUTSIDE_LOADING,47,48,2,YES,1,1,90.91%,100.00%,100.00%,0.291667,0.038462,47;48,ボス…。\n || だが、それでも俺は…。\n
BRIEFING,BRIEFING_MISSION_BLOCK_36DD60,OUTSIDE_LOADING,5,6,2,YES,1,1,25.00%,50.00%,100.00%,0.240000,0.031469,5;6,…ああ、わかってる。\n || 繋ぐぞ。\n
BRIEFING,BRIEFING_MISSION_BLOCK_3705D0,OUTSIDE_LOADING,36,37,2,YES,1,1,94.74%,89.47%,100.00%,1.000000,0.066434,36;37,ん？\n || 見たことない生き物がいたら、知らせてくれよ。\n
BRIEFING,BRIEFING_MISSION_BLOCK_373AD0,OUTSIDE_LOADING,3,4,2,YES,1,1,100.00%,83.33%,100.00%,0.133333,0.020979,3;4,まさか…！\n || どうした！？\n
BRIEFING,BRIEFING_MISSION_BLOCK_373AD0,OUTSIDE_LOADING,29,30,2,YES,0,2,100.00%,100.00%,100.00%,0.111111,0.006993,29;30,ああ。\n || ……。\n
BRIEFING,BRIEFING_MISSION_BLOCK_373AD0,OUTSIDE_LOADING,40,41,2,YES,2,0,85.71%,62.50%,100.00%,0.243243,0.048951,40;41,聴かせたよ。\n確かに彼女のものだった。\n || じゃあ彼女は…。\n
BRIEFING,BRIEFING_MISSION_BLOCK_375000,OUTSIDE_LOADING,10,11,2,YES,1,1,93.33%,86.67%,100.00%,0.300000,0.052448,10;11,ああ。\n || 人間には、出来る事と、出来ない事がある。\n
BRIEFING,BRIEFING_MISSION_BLOCK_375000,OUTSIDE_LOADING,35,36,2,YES,1,1,80.77%,76.92%,100.00%,1.000000,0.090909,35;36,あんたは国も身分も過去も理想も、何もかも棄てた。\nしかし、まだ棄ててないものがある。\n || なんだって？\n
BRIEFING,BRIEFING_MISSION_BLOCK_378670,OUTSIDE_LOADING,38,39,2,YES,2,0,93.33%,80.00%,100.00%,0.300000,0.076923,38;39,パスのこともある…。\nとにかく、もうあまり時間がない。\n || ああ、なんとか食い止めてみせる。\n
BRIEFING,BRIEFING_MISSION_BLOCK_37CB00,OUTSIDE_LOADING,8,9,2,YES,2,0,83.33%,83.33%,100.00%,0.185185,0.020979,8;9,出してやれ。\n || 何だって！？\n
BRIEFING,BRIEFING_MISSION_BLOCK_37D9F0,OUTSIDE_LOADING,1,2,2,YES,1,1,83.33%,75.00%,100.00%,0.314286,0.083916,1;2,なんだ？\n || パスのことなんだが…。\n…知ってのとおり、彼女には身寄りがない。\n
LOOSE_OLANG,0005EE2F,OUTSIDE_LOADING,14,15,2,YES,2,0,100.00%,90.91%,100.00%,0.200000,0.027397,14;15,タイトルメニューに戻ります。 || タイトルメニューに戻る
LOOSE_OLANG,005184E3,OUTSIDE_LOADING,43,44,2,YES,0,2,100.00%,100.00%,100.00%,0.111111,0.010239,43;44,PUSH START BUTTON || SPECTATOR MODE
LOOSE_OLANG,005184E3,OUTSIDE_LOADING,67,68,2,YES,0,2,100.00%,100.00%,100.00%,0.076923,0.006849,67;68,BACK BUTTON || BACK
LOOSE_OLANG,005184E3,OUTSIDE_LOADING,79,80,2,YES,1,1,87.50%,50.00%,100.00%,0.095238,0.013841,79;80,BACK ボタン || 左スティック感度
LOOSE_OLANG,005184E3,OUTSIDE_LOADING,137,138,2,YES,0,2,100.00%,100.00%,100.00%,0.111111,0.010239,137;138,HOST CONDITION SELECT || SEARCH CONDITION SELECT
LOOSE_OLANG,0060E2F2,OUTSIDE_LOADING,2,3,2,YES,0,2,100.00%,100.00%,100.00%,0.038462,0.003425,2;3,ALL || GAMER CARD
LOOSE_OLANG,0060E2F2,OUTSIDE_LOADING,16,17,2,YES,1,1,100.00%,78.95%,100.00%,0.225806,0.059028,16;17,DOMESTIC || ゲームを作成することができませんでした。
LOOSE_OLANG,0066E64E,OUTSIDE_LOADING,22,23,2,YES,2,0,100.00%,0.00%,100.00%,0.050000,0.003448,22;23,選択 || キャンセル
LOOSE_OLANG,007E2F18,OUTSIDE_LOADING,12,13,2,YES,0,2,100.00%,100.00%,100.00%,0.033333,0.003497,12;13,1 || 2
LOOSE_OLANG,007E2F18,OUTSIDE_LOADING,172,173,2,YES,0,2,100.00%,100.00%,100.00%,0.041667,0.003448,172;173,RED || WHITE
LOOSE_OLANG,007E2F18,OUTSIDE_LOADING,175,176,2,YES,0,2,100.00%,100.00%,100.00%,0.043478,0.003460,175;176,KHAKI || BLACK
LOOSE_OLANG,007E2F18,OUTSIDE_LOADING,233,234,2,YES,0,2,100.00%,100.00%,100.00%,0.217391,0.020979,233;234,まってなせ || ながまってれ
LOOSE_OLANG,007E2F18,OUTSIDE_LOADING,299,300,2,YES,2,0,100.00%,0.00%,100.00%,0.050000,0.003448,299;300,選択 || キャンセル
LOOSE_OLANG,007E2F18,OUTSIDE_LOADING,392,393,2,YES,0,2,100.00%,100.00%,100.00%,0.217391,0.031142,392;393,OK || セーブデータがありません。
LOOSE_OLANG,007E2F18,OUTSIDE_LOADING,405,406,2,YES,1,1,100.00%,88.24%,100.00%,0.200000,0.041237,405;406,セーブデータをセーブしますか？ || セーブするデータを選択してください。
LOOSE_OLANG,007E2F18,OUTSIDE_LOADING,517,518,2,YES,2,0,100.00%,50.00%,100.00%,0.052632,0.003484,517;518,<I=KEYCAN>戻る || <I=PADCAN>戻る
LOOSE_OLANG,00D0C740,OUTSIDE_LOADING,65,66,2,YES,1,1,100.00%,71.43%,100.00%,0.125000,0.020906,65;66,システムデータ || HEROISM
OHD,1E4C1146,OUTSIDE_LOADING,43,44,2,YES,2,0,75.00%,100.00%,100.00%,0.153846,0.017483,43;44,俺はここだ || 俺はここだ！！
OHD,1E4C1146,OUTSIDE_LOADING,133,134,2,YES,1,1,100.00%,50.00%,100.00%,0.080000,0.006993,133;134,左だ || 前だ
OHD,1E4C1146,OUTSIDE_LOADING,150,151,2,YES,0,2,100.00%,100.00%,100.00%,0.142857,0.020979,150;151,よろしく！ || さようなら！
OHD,1E4C1146,OUTSIDE_LOADING,165,166,2,YES,1,1,100.00%,83.33%,100.00%,0.090909,0.020979,165;166,気をつけろ！ || トラップだ！
OHD,1E4C1146,OUTSIDE_LOADING,186,187,2,YES,2,0,66.67%,66.67%,100.00%,0.238095,0.027972,186;187,やるじゃないか！ || 違う！
OHD,1E4C1146,OUTSIDE_LOADING,196,197,2,YES,1,1,88.89%,77.78%,100.00%,0.147059,0.031469,196;197,それは…違うんじゃ… || よおし！
OHD,1E4C1146,OUTSIDE_LOADING,210,211,2,YES,1,1,83.33%,83.33%,100.00%,0.100000,0.020979,210;211,忠をつくせ！ || こっちだ
OHD,1E4C1146,OUTSIDE_LOADING,216,217,2,YES,2,0,62.50%,50.00%,100.00%,0.363636,0.027972,216;217,平和は歩いては来ない || 勝利か死か
SLOT_OLANG,5D06A8D5,OUTSIDE_LOADING,63,64,2,YES,1,1,100.00%,66.67%,100.00%,0.071429,0.010490,63;64,ALL || その他
SLOT_OLANG,5D06C8DE,OUTSIDE_LOADING,6,7,2,YES,0,2,100.00%,100.00%,100.00%,0.083333,0.006897,6;7,ATTENTION || DOWNGRADE
SLOT_OLANG,5D06C8DE,OUTSIDE_LOADING,32,33,2,YES,0,2,100.00%,100.00%,100.00%,0.083333,0.006897,32;33,TRADE || DATABASE
SLOT_OLANG,5D06C8DE,OUTSIDE_LOADING,46,47,2,YES,0,2,100.00%,100.00%,100.00%,0.080000,0.006873,46;47,OUTER OPS || RECRUIT
SLOT_OLANG,5D06C8DE,OUTSIDE_LOADING,111,112,2,YES,0,2,100.00%,100.00%,100.00%,0.136364,0.010417,111;112,MISSION || MOTHER-BASE
SLOT_OLANG,5D06C8DE,OUTSIDE_LOADING,114,115,2,YES,0,2,100.00%,100.00%,100.00%,0.043478,0.003460,114;115,TITLE || STAFF
SLOT_OLANG,5D09325F,OUTSIDE_LOADING,3,4,2,YES,0,2,100.00%,100.00%,100.00%,0.107143,0.010204,3;4,CONTACT THE SANDINISTA COMANDANTE || PURSUE AMANDA
SLOT_OLANG,5D09325F,OUTSIDE_LOADING,10,11,2,YES,0,2,100.00%,100.00%,100.00%,0.103448,0.010169,10;11,INFILTRATE THE CRATER BASE || PUPA BATTLE
SLOT_OLANG,5D09325F,OUTSIDE_LOADING,14,15,2,YES,0,2,100.00%,100.00%,100.00%,0.071429,0.006803,14;15,HEAD FOR THE LAB || LOCATE THE ID CARD
SLOT_OLANG,5D09325F,OUTSIDE_LOADING,35,36,2,YES,0,2,100.00%,100.00%,100.00%,0.100000,0.010135,35;36,MARKSMANSHIP CHALLENGE || ITEM CAPTURE
SLOT_OLANG,5D09325F,OUTSIDE_LOADING,58,59,2,YES,0,2,100.00%,100.00%,100.00%,0.115385,0.010274,58;59,STEALING GEAR || PERFECT STEALTH
SLOT_OLANG,5D09325F,OUTSIDE_LOADING,90,91,2,YES,0,2,100.00%,100.00%,100.00%,0.115385,0.010274,90;91,COCOON II BATTLE || PEACE WALKER II BATTLE
SLOT_OLANG,5D09325F,OUTSIDE_LOADING,98,99,2,YES,0,2,100.00%,100.00%,100.00%,0.107143,0.010204,98;99,COCOON CUSTOM BATTLE || PEACE WALKER CUSTOM BATTLE
