resource_class,file_id,unique_index,reference_index,reference_indices,reference_count,jpn_text,visible_unique_chars,001c_covered_chars,001c_missing_chars,001c_coverage,0007_coverage,000e_coverage,00c7_coverage,loading_fixture_similarity_max,loading_union_similarity,is_loading_fixture,candidate_status,candidate_value,lower_other_fonts
BRIEFING,BRIEFING_MISSION_BLOCK_382900,0,,"[""stream=0x382000;block=0x900;text=0""]",1,"スネーク。武器やアイテムの開発を進めるには、
人手が不足している。
『フルトン回収』で人員を集めてくれ。
",、。『』いがくしてでにのはめやるれをアイクステトネフムルンー不人収員器回手武発足進開集,、。『』いがくしてでにのはめやるれをイクステトムルンー人器手開,アネフ不収員回武発足進集,72.09%,88.37%,79.07%,100.00%,0.196721,0.085809,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_382A20,0,,"[""stream=0x382000;block=0xA20;text=0""]",1,"<R=俺達のボス,スネーク>が、沿岸の資材搬入施設付近に潜入し、
兵士を気絶させた。
",、。がさしせたにのをクスネボー付俺入兵士岸搬施材気沿潜絶設資近達,、。がさしせたにのをクスボー付俺兵士気達,ネ入岸搬施材沿潜絶設資近,62.50%,78.12%,65.62%,100.00%,0.207547,0.063545,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_382A20,1,,"[""stream=0x382000;block=0xA20;text=1""]",1,"そのまま放置しておくには惜しい。
フルトン回収で捕獲してくれ。
",。いおくしそてでにのはまれトフルン収回惜捕放獲置,。いおくしそてでにのはまれトルン,フ収回惜捕放獲置,66.67%,70.83%,75.00%,100.00%,0.209302,0.047297,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_382A20,2,,"[""stream=0x382000;block=0xA20;text=2""]",1,"制限時間は気絶から醒めるまで！
頼んだぞ。
",。かぞだではまめらるん制時気絶醒間限頼！,。かぞだではまめらるん時気間頼！,制絶醒限,80.00%,85.00%,85.00%,100.00%,0.179487,0.055172,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_382BF0,0,,"[""stream=0x382000;block=0xBF0;text=0""]",1,"何者かが、敵兵のフルトン回収を目論んでいる。
敵兵を回収しようとするバルーンを撃ち落として、
これを防いでくれ。
",、。いうかがくこしすちてでとのよるれをんトバフルンー何兵収回撃敵目者落論防,、。いうかがくこしすちてでとのよるれをんトバルンー何兵敵目者,フ収回撃落論防,81.08%,83.78%,89.19%,100.00%,0.240741,0.094915,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_382BF0,1,,"[""stream=0x382000;block=0xBF0;text=1""]",1,"風船を撃って、敵兵を助ける。
『プーヤン・ミッション』だ。
",、。『』けだってるをシップミヤョン・ー兵助撃敵船風,、。『』けだってるをシップン・ー兵敵,ミヤョ助撃船風,72.00%,88.00%,76.00%,100.00%,0.184211,0.054237,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_382D90,0,,"[""stream=0x382000;block=0xD90;text=0""]",1,"進行ルートを確保するため、障害物となっている
<R=熱帯雲霧林,クラウド・フォレスト>の瓦礫を破壊するんだ。
爆破にはC4を使う。
",4C、。いうすただってとなにのはめるをんウォクストドフラルレ・ー使保壊害帯林熱爆物瓦破確礫行進障雲霧,C、。いうすただってとなにのはめるをんクストラルレ・ー使保帯物確,4ウォドフ壊害林熱爆瓦破礫行進障雲霧,64.00%,80.00%,72.00%,100.00%,0.194030,0.083871,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_382D90,1,,"[""stream=0x382000;block=0xD90;text=1""]",1,"これが成功すれば、この区域での活動は、
遙かに楽になるだろう。
",、。うかがこすだでなにのはばるれろ功動区域成楽活遙,、。うかがこすだでなにのはばるれろ功成,動区域楽活遙,76.00%,84.00%,68.00%,100.00%,0.279070,0.065068,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_382F40,0,,"[""stream=0x382000;block=0xF40;text=0""]",1,"残念な知らせだ…。
俺達のボスが敵の手に落ちてしまった。
だがボスはきっと、自力で脱出すると信じている。
",…、。いがきしじすせただちってでとなにのはまらるスボ信俺出力念手敵残知脱自落達,…、。いがきしじすせただちってでとなにのはまらるスボ俺出力手敵知自達,信念残脱落,87.18%,82.05%,87.18%,100.00%,0.301887,0.116838,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_382F40,1,,"[""stream=0x382000;block=0xF40;text=1""]",1,"問題は敵に奪われた装備品だ。
これを取り返さなければ、
さすがのボスも脱出は困難のはずだ。
",、。がけこさすずただなにのはばもりれわをスボ備出取品問困奪敵脱装返難題,、。がけこさすずただなにのはばもりれわをスボ出敵,備取品問困奪脱装返難題,68.57%,80.00%,65.71%,100.00%,0.254237,0.080808,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_382F40,2,,"[""stream=0x382000;block=0xF40;text=2""]",1,"そこであんたは、
採掘場偽装基地の地下通路へと潜入し、
スネークの装備品を全て回収してきて欲しい。
",、。あいきこしそたてでとのはへをんクスネー下偽備入全収品回地基場掘採欲潜装路通,、。あいきこしそたてでとのはをんクスー下全地基場欲,へネ偽備入収品回掘採潜装路通,64.10%,84.62%,61.54%,100.00%,0.196970,0.079734,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_382F40,3,,"[""stream=0x382000;block=0xF40;text=3""]",1,"直接ボスを助け出したい気持ちはわかる。
だが、今はボスを信じてバックアップに徹するんだ。
あんたの活躍は俺が見届ける。頼んだぞ。
",、。あいかがけしじすぞただちてにのはるわをんアクスッバプボ今信俺出助届徹持接気活直見躍頼,、。あいかがけしじすぞただちてにのはるわをんクスッバプボ俺出気見頼,ア今信助届徹持接活直躍,75.00%,75.00%,79.55%,100.00%,0.266667,0.100000,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383290,0,,"[""stream=0x383000;block=0x290;text=0""]",1,"米軍ミサイル基地の地下通路に、
敵増援部隊が送られた。
",、。がたにのられイサミル下地基増援敵米路軍送通部隊,、。がたにのられイサル下地基敵米送,ミ増援路軍通部隊,68.00%,80.00%,56.00%,100.00%,0.175000,0.043624,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383290,1,,"[""stream=0x383000;block=0x290;text=1""]",1,"既に現地入りしているボスのために、
何としてもこの拠点を防衛し、
増援部隊の侵入を食い止めるんだ。
",、。いこしただてとにのめもりるをんスボ何侵入地増拠援既止点現衛部防隊食,、。いこしただてとにのめもりるをんスボ何地止現食,侵入増拠援既点衛部防隊,68.57%,74.29%,62.86%,100.00%,0.264151,0.080808,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383410,0,,"[""stream=0x383000;block=0x410;text=0""]",1,"米軍ミサイル基地の地下通路に、
敵の増援部隊が送られた。
",、。がたにのられイサミル下地基増援敵米路軍送通部隊,、。がたにのられイサル下地基敵米送,ミ増援路軍通部隊,68.00%,80.00%,56.00%,100.00%,0.175000,0.043624,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383410,1,,"[""stream=0x383000;block=0x410;text=1""]",1,"奴らを、ボスがいる管制塔へ入らせてはならない。
この拠点を防衛し、敵部隊の侵入を、
何としても阻止するんだ。
",、。いがこしすせだてとなのはへもらるをんスボ何侵入制塔奴拠敵止点管衛部防阻隊,、。いがこしすせだてとなのはもらるをんスボ何奴敵止,へ侵入制塔拠点管衛部防阻隊,65.79%,81.58%,68.42%,100.00%,0.280000,0.083612,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_3835A0,0,,"[""stream=0x383000;block=0x5A0;text=0""]",1,"パスの様子はどうだ？
",うだどのはスパ子様？,うだどのはスパ子？,様,90.00%,90.00%,60.00%,100.00%,0.125000,0.031359,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_3835A0,1,,"[""stream=0x383000;block=0x5A0;text=1""]",1,"問題ない。
ザドルノフに騙されていたのは、
ショックだったようだが…。
",…、。いうがさただってなにのはよれクザシッドノフョル問題騙,…、。いうがさただってなにのはよれクザシッル,ドノフョ問題騙,75.86%,89.66%,89.66%,100.00%,0.255319,0.064189,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_3835A0,2,,"[""stream=0x383000;block=0x5A0;text=2""]",1,"マザーベースの連中とは、
意外とうまくやってるみたいだ。
",、。いうくただってとのはまみやるザスベマー中外意連,、。いうくただってとのはまみやるザスー中意,ベマ外連,84.00%,96.00%,80.00%,100.00%,0.243902,0.072414,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_3835A0,3,,"[""stream=0x383000;block=0x5A0;text=3""]",1,"そうか。それなら良かった。
",。うかそたっなられ良,。うかそたっなられ,良,90.00%,100.00%,100.00%,100.00%,0.290323,0.031359,False,NOT_CANDIDATE,,
BRIEFING,BRIEFING_MISSION_BLOCK_3835A0,4,,"[""stream=0x383000;block=0x5A0;text=4""]",1,"だが仮住まいとはいえ、年頃の娘が毎日、
洋上プラントで過ごすのも気が滅入るはずだ。
",、。いえがごすずだでとのはまもるトプラン上仮住入娘年日毎気洋滅過頃,、。いえがごすずだでとのはまもるトプラン年気過,上仮住入娘日毎洋滅頃,69.70%,81.82%,72.73%,100.00%,0.229167,0.070470,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_3835A0,5,,"[""stream=0x383000;block=0x5A0;text=5""]",1,"たまには、あんたがどこかに
連れていってやったらどうだ？
",、あいうかがこただってどにはまやられん連？,、あいうかがこただってどにはまやられん？,連,95.24%,100.00%,85.71%,100.00%,0.305556,0.069686,False,NOT_CANDIDATE,,JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383890,0,,"[""stream=0x383000;block=0x890;text=0""]",1,"スネーク…。夕陽が綺麗だ…。
",…。がだクスネー夕綺陽麗,…。がだクスー,ネ夕綺陽麗,58.33%,66.67%,83.33%,100.00%,0.142857,0.020548,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383890,1,,"[""stream=0x383000;block=0x890;text=1""]",1,"…突然どうした、カズ。
",…、。うしたどカズ然突,…、。うしたど,カズ然突,63.64%,72.73%,72.73%,100.00%,0.153846,0.024138,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383890,2,,"[""stream=0x383000;block=0x890;text=2""]",1,"いや…。MSFのビジネスについて考えるのもいいが、
たまにはこんな夕陽を見ながら、ゆっくりするのも
悪くないと思ってな。
",FMS…、。いえがくこすたっつてとなにのはまもやゆらりるをんジスネビ夕思悪考見陽,FMS…、。いえがくこすたっつてとなにのはまもやらりるをんス思見,ゆジネビ夕悪考陽,80.00%,87.50%,82.50%,100.00%,0.296296,0.101351,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383890,3,,"[""stream=0x383000;block=0x890;text=3""]",1,"…そうだな。
",…。うそだな,…。うそだな,,100.00%,100.00%,100.00%,100.00%,0.181818,0.020979,False,FONT_COVERAGE_CANDIDATE,ORDINARY_CANDIDATE,
BRIEFING,BRIEFING_MISSION_BLOCK_383890,4,,"[""stream=0x383000;block=0x890;text=4""]",1,"スネーク…、その…、良かったら俺と二人で、
海岸まで夕陽を見に行かないか？
",…、いかそたっでとなにのまらをクスネー二人俺夕岸海良行見陽？,…、いかそたっでとなにのまらをクスー人俺見？,ネ二夕岸海良行陽,73.33%,86.67%,83.33%,100.00%,0.250000,0.071186,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383B10,0,,"[""stream=0x383000;block=0xB10;text=0""]",1,"これより、ミッションを開始する。
",、。こすよりるれをシッミョン始開,、。こすよりるれをシッン始開,ミョ,87.50%,100.00%,93.75%,100.00%,0.166667,0.037801,False,NOT_CANDIDATE,,JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383B10,1,,"[""stream=0x383000;block=0xB10;text=1""]",1,"ミッションを遂行し、フルトン回収地点まで、
無事生還してくれ。
",、。くしてでまれをシットフミョルン事収回地点無生行遂還,、。くしてでまれをシットルン事地生,フミョ収回点無行遂還,62.96%,81.48%,77.78%,100.00%,0.150943,0.046823,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383B10,2,,"[""stream=0x383000;block=0xB10;text=2""]",1,"健闘を祈る。
",。るを健祈闘,。るを,健祈闘,50.00%,50.00%,50.00%,100.00%,0.142857,0.010381,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383C70,0,,"[""stream=0x383000;block=0xC70;text=0""]",1,"これより、ミッションを開始する。
",、。こすよりるれをシッミョン始開,、。こすよりるれをシッン始開,ミョ,87.50%,100.00%,93.75%,100.00%,0.166667,0.037801,False,NOT_CANDIDATE,,JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383C70,1,,"[""stream=0x383000;block=0xC70;text=1""]",1,"厳しいミッションとなるだろう。
長期戦を覚悟してくれ。
",。いうくしだてとなるれろをシッミョン厳悟戦期覚長,。いうくしだてとなるれろをシッン戦期覚,ミョ厳悟長,79.17%,87.50%,79.17%,100.00%,0.214286,0.061644,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383C70,2,,"[""stream=0x383000;block=0xC70;text=2""]",1,"やってくれると信じている。頼んだぞ。
",。いくじぞだってとやるれん信頼,。いくじぞだってとやるれん頼,信,93.33%,86.67%,86.67%,100.00%,0.214286,0.048780,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383DF0,0,,"[""stream=0x383000;block=0xDF0;text=0""]",1,"これより、ミッションを開始する。
",、。こすよりるれをシッミョン始開,、。こすよりるれをシッン始開,ミョ,87.50%,100.00%,93.75%,100.00%,0.166667,0.037801,False,NOT_CANDIDATE,,JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383DF0,1,,"[""stream=0x383000;block=0xDF0;text=1""]",1,"肩慣らしに丁度いい、簡単なミッションだ。
",、。いしだなにらシッミョン丁単度慣簡肩,、。いしだなにらシッン度,ミョ丁単慣簡肩,63.16%,78.95%,68.42%,100.00%,0.250000,0.037415,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383DF0,2,,"[""stream=0x383000;block=0xDF0;text=2""]",1,"だが油断するな。確実に成し遂げるんだ。
",。がげしすだなにるん実成断油確遂,。がげしすだなにるん実成確,断油遂,81.25%,81.25%,75.00%,100.00%,0.200000,0.044983,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383F60,0,,"[""stream=0x383000;block=0xF60;text=0""]",1,"訓練を兼ねたミッションを開始する。
",。すたねるをシッミョン兼始練訓開,。すたるをシッン始開,ねミョ兼練訓,62.50%,75.00%,75.00%,100.00%,0.133333,0.023729,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383F60,1,,"[""stream=0x383000;block=0xF60;text=1""]",1,"基礎能力を上げる重要なミッションだ。
",。げだなるをシッミョン上力基礎能要重,。げだなるをシッン力基要,ミョ上礎能重,66.67%,88.89%,88.89%,100.00%,0.137255,0.037543,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_383F60,2,,"[""stream=0x383000;block=0xF60;text=2""]",1,"心してかかってくれ。
",。かくしってれ心,。かくしってれ,心,87.50%,100.00%,100.00%,100.00%,0.214286,0.024390,False,NOT_CANDIDATE,,
BRIEFING,BRIEFING_MISSION_BLOCK_3840B0,0,,"[""stream=0x384000;block=0xB0;text=0""]",1,"ミッション開始だ。
",。だシッミョン始開,。だシッン始開,ミョ,77.78%,100.00%,88.89%,100.00%,0.136364,0.013746,False,NOT_CANDIDATE,,JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_3840B0,1,,"[""stream=0x384000;block=0xB0;text=1""]",1,"激しい戦闘が予想される。
",。いがさしるれ予想戦激闘,。いがさしるれ想戦,予激闘,75.00%,75.00%,66.67%,100.00%,0.235294,0.031142,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_3840B0,2,,"[""stream=0x384000;block=0xB0;text=2""]",1,"無事、帰ってくれ。
",、。くってれ事帰無,、。くってれ事,帰無,77.78%,77.78%,77.78%,100.00%,0.227273,0.024306,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_3841D0,0,,"[""stream=0x384000;block=0x1D0;text=0""]",1,"危険なミッションだ。
",。だなシッミョン危険,。だなシッン,ミョ危険,60.00%,80.00%,80.00%,100.00%,0.181818,0.017182,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_3841D0,1,,"[""stream=0x384000;block=0x1D0;text=1""]",1,"強敵が相手になる。
",。がなにる強手敵相,。がなにる手敵,強相,77.78%,77.78%,100.00%,100.00%,0.208333,0.024306,False,NOT_CANDIDATE,,JPN0007
BRIEFING,BRIEFING_MISSION_BLOCK_3841D0,2,,"[""stream=0x384000;block=0x1D0;text=2""]",1,"あんたならやれる。自分を信じろ。
",。あじたなやらるれろをん信分自,。あじたなやらるれろをん分自,信,93.33%,100.00%,93.33%,100.00%,0.222222,0.048780,False,NOT_CANDIDATE,,JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384300,0,,"[""stream=0x384000;block=0x300;text=0""]",1,"ちょっと、頼みがある。
",、。あがちっとみょる頼,、。あがちっとみる頼,ょ,90.91%,90.91%,72.73%,100.00%,0.240000,0.034843,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384300,1,,"[""stream=0x384000;block=0x300;text=1""]",1,"その…。
",…。その,…。その,,100.00%,100.00%,100.00%,100.00%,0.142857,0.013986,False,FONT_COVERAGE_CANDIDATE,ORDINARY_CANDIDATE,
BRIEFING,BRIEFING_MISSION_BLOCK_384300,2,,"[""stream=0x384000;block=0x300;text=2""]",1,"これより、ミッションを開始する！
",、こすよりるれをシッミョン始開！,、こすよりるれをシッン始開！,ミョ,87.50%,100.00%,93.75%,100.00%,0.151515,0.037801,False,NOT_CANDIDATE,,JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384420,0,,"[""stream=0x384000;block=0x420;text=0""]",1,"まさか、こんなことが…。
突如マザーベースを襲撃したギアレックスが、
甲板で大暴れしている。
",…、。いかがこさしたてでとなまるれをんアギクザスッベマレー大如撃暴板甲突襲,…、。いかがこさしたてでとなまるれをんクザスッレー大暴,アギベマ如撃板甲突襲,72.97%,83.78%,81.08%,100.00%,0.264151,0.080268,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384420,1,,"[""stream=0x384000;block=0x420;text=1""]",1,"ギアレックスの怒りに触れたのか…。
これは、MSF史上最大の危機だ。
",FMS…、。かこただにのはりれアギクスッレ上危史大怒最機触,FMS…、。かこただにのはりれクスッレ大最機,アギ上危史怒触,75.86%,82.76%,75.86%,100.00%,0.214286,0.057047,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384420,2,,"[""stream=0x384000;block=0x420;text=2""]",1,"頼む。ギアレックスを<R=狩猟,ハント>し、俺達のアウターヘブン
を救ってくれ！
",、。くしってのむれをアウギクスタットハブヘレンー俺救狩猟達頼！,、。くしってのれをクスタットハブレンー俺達頼！,むアウギヘ救狩猟,74.19%,74.19%,74.19%,100.00%,0.175000,0.060201,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384630,0,,"[""stream=0x384000;block=0x630;text=0""]",1,"昨夜未明、太平洋沿岸よりコスタリカ南部に上陸した
ギアレックスは、なおも北上を続け…
",…、おけしたなにはもよりをアカギクコスタッリレ上北南夜太岸平明昨未沿洋続部陸,…、おけしたなにはもよりをクスタッリレ北南平明続陸,アカギコ上夜太岸昨未沿洋部,65.79%,78.95%,57.89%,100.00%,0.161290,0.069307,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384630,1,,"[""stream=0x384000;block=0x630;text=1""]",1,"本日正午に、イラス西部の火口付近へ到達。
現在は、その動きを止めている。
",、。いきそてにのはへめるをイスラ付到動午口在日本止正火現西近達部,、。いきそてにのはめるをイスラ付在本止正現達,へ到動午口日火西近部,68.75%,75.00%,59.38%,100.00%,0.240000,0.067114,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384630,2,,"[""stream=0x384000;block=0x630;text=2""]",1,"軍隊のないコスタリカは、この猛威を抑止出来ず、
付近ではギアレックスによる住居、建造物などの
被害報告が相次いでいる。
",、。いがこずでどなにのはよるをアカギクコスタッリレ付住出告報威害居建抑来次止物猛相被軍近造隊,、。いがこずでどなにのはよるをクスタッリレ付出抑来止物,アカギコ住告報威害居建次猛相被軍近造隊,58.70%,69.57%,54.35%,100.00%,0.169231,0.074434,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384630,3,,"[""stream=0x384000;block=0x630;text=3""]",1,"頼む！　コスタリカの平和のため、現地へ向かって
ギアレックスを鎮めるんだ！
",、かただってのへむめるをんアカギクコスタッリレ向和地平現鎮頼！,、かただってのめるをんクスタッリレ向和地平現頼！,へむアカギコ鎮,77.42%,77.42%,64.52%,100.00%,0.196078,0.067340,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384910,0,,"[""stream=0x384000;block=0x910;text=0""]",1,"万一に備え、<R=ZEKE,ジーク>との戦闘訓練を行う。
",EKZ、。うえとにのをクジー一万備戦練行訓闘,EK、。うえとにのをクー一戦,Zジ万備練行訓闘,63.64%,81.82%,77.27%,100.00%,0.148936,0.037037,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384910,1,,"[""stream=0x384000;block=0x910;text=1""]",1,"とはいえ、あくまで模擬戦だ。
本当に<R=ZEKE,ジーク>が破壊されることはないから、
安心していい。
",EKZ、。あいえかがくこさしだてでとなにはまらるれクジー壊安当心戦擬本模破,EK、。あいえかがくこさしだてでとなにはまらるれクー戦本,Zジ壊安当心擬模破,75.68%,91.89%,83.78%,100.00%,0.288462,0.083893,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384910,2,,"[""stream=0x384000;block=0x910;text=2""]",1,"手加減せずに、<R=ZEKE,ジーク>を攻撃してくれ！
",EKZ、くしずせてにれをクジー加手撃攻減！,EK、くしずせてにれをクー手！,Zジ加撃攻減,71.43%,95.24%,90.48%,100.00%,0.142857,0.040678,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384AE0,0,,"[""stream=0x384000;block=0xAE0;text=0""]",1,"俺たちのマザーベースが謎の勢力に攻撃を受けた。
",。がけたちにのをザスベマー俺力勢受撃攻謎,。がけたちにのをザスー俺力,ベマ勢受撃攻謎,65.00%,85.00%,80.00%,100.00%,0.170732,0.044369,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384BB0,0,,"[""stream=0x384000;block=0xBB0;text=0""]",1,"射撃訓練を開始する。
今日は特別に、キルハウスの<R=標的,ターゲット>を自由に、
無制限に撃つことを許可する。
",、。こすつとにのはるをウキゲスタットハルー今別制可始射撃日標無特由的練自訓許開限,、。こすつとにのはるをキゲスタットハルー始標由自開,ウ今別制可射撃日無特的練訓許限,62.50%,87.50%,70.00%,100.00%,0.142857,0.058442,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384BB0,1,,"[""stream=0x384000;block=0xBB0;text=1""]",1,"訓練を終了したい場合は、出口に行けばいい。
思う存分撃ってこい。
",、。いうけこしたってにはばを了出分口合場存思撃終練行訓,、。いうけこしたってにはばを出分場存思終,了口合撃練行訓,74.07%,88.89%,66.67%,100.00%,0.261905,0.064626,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384D50,0,,"[""stream=0x384000;block=0xD50;text=0""]",1,"これより射撃訓練を行う。
キルハウスの全<R=標的,ターゲット>を撃ち抜くんだ。
",。うくこだちのよりれをんウキゲスタットハルー全射抜撃標的練行訓,。うくこだちのよりれをんキゲスタットハルー全抜標,ウ射撃的練行訓,77.42%,90.32%,77.42%,100.00%,0.175000,0.063758,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384D50,1,,"[""stream=0x384000;block=0xD50;text=1""]",1,"残り時間が<R=0,ゼロ>になったら、訓練終了だ。
",0、。がただっなにらりゼロ了時残終練訓間,0、。がただっなにらり時終間,ゼロ了残練訓,70.00%,80.00%,75.00%,100.00%,0.241379,0.047945,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384EA0,0,,"[""stream=0x384000;block=0xEA0;text=0""]",1,"射撃訓練を開始する。
今日は特別に、射撃訓練場の<R=標的,ターゲット>を自由に、
無制限に撃つことを許可する。
",、。こすつとにのはるをゲタットー今別制可場始射撃日標無特由的練自訓許開限,、。こすつとにのはるをゲタットー場始標由自開,今別制可射撃日無特的練訓許限,61.11%,86.11%,69.44%,100.00%,0.136364,0.055738,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_384EA0,1,,"[""stream=0x384000;block=0xEA0;text=1""]",1,"訓練を終了したい場合は、出口に行けばいい。
思う存分撃ってこい。
",、。いうけこしたってにはばを了出分口合場存思撃終練行訓,、。いうけこしたってにはばを出分場存思終,了口合撃練行訓,74.07%,88.89%,66.67%,100.00%,0.261905,0.064626,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_385040,0,,"[""stream=0x385000;block=0x40;text=0""]",1,"これより、射撃訓練を行う。
マザーベース射撃訓練場の、全<R=標的,ターゲット>を撃ち抜くんだ。
",、。うくこだちのよりれをんゲザスタットベマー全場射抜撃標的練行訓,、。うくこだちのよりれをんゲザスタットー全場抜標,ベマ射撃的練行訓,75.00%,90.62%,78.12%,100.00%,0.170732,0.070707,False,NOT_CANDIDATE,,JPN0007;JPN000E
BRIEFING,BRIEFING_MISSION_BLOCK_385040,1,,"[""stream=0x385000;block=0x40;text=1""]",1,"残り時間が<R=0,ゼロ>になったら、訓練終了だ。
",0、。がただっなにらりゼロ了時残終練訓間,0、。がただっなにらり時終間,ゼロ了残練訓,70.00%,80.00%,75.00%,100.00%,0.241379,0.047945,False,NOT_CANDIDATE,,JPN0007;JPN000E
