file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes,mlg_cn_reference,mlg_cn_reference_variants,eng_reference,eng_reference_variants,reference_status,reference_method,reference_reason
LANG_STAGETELOP.OLANG,0,0,0;0,2,,page156:tag:entity0:key00C0CE51:ref0:ord0;page168:tag:entity0:key00C0CE51:ref0:ord0,,LOADING POINT,MSF基地,,,,NOT_CHECKED,13,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,,[],LOADING POINT,"[""LOADING POINT""]",AUX_UNCHANGED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,auxiliary bank retains the original JPN text; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,1,1,1;1,2,,page156:tag:entity1:key0008F1C2:ref1:ord0;page168:tag:entity1:key0008F1C2:ref1:ord0,LOADING POINT,MSF基地,NEXT AREA [ MSF BASE ],,,,NOT_CHECKED,9,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,,[],MSF Base,"[""MSF Base""]",AUX_UNCHANGED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,auxiliary bank retains the original JPN text; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,28,28,28;28,2,,page156:tag:entity28:key0012A0D1:ref28:ord0;page168:tag:entity28:key0012A0D1:ref28:ord0,アルデア・ロス・デスピェルトス,NEXT AREA [ ALDEA LOS DESPIERTOS ],エル・カダルソ,,,,NOT_CHECKED,34,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,29,29,29;29,2,,page156:tag:entity29:key0008F1C2:ref29:ord0;page168:tag:entity29:key0008F1C2:ref29:ord0,NEXT AREA [ ALDEA LOS DESPIERTOS ],エル・カダルソ,NEXT AREA [ EL CADALSO ],,,,NOT_CHECKED,21,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,绞刑台,"[""绞刑台""]",El Cadalso,"[""El Cadalso""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,30,30,30;30,2,,page156:tag:entity30:key0012A0D1:ref30:ord0;page168:tag:entity30:key0012A0D1:ref30:ord0,エル・カダルソ,NEXT AREA [ EL CADALSO ],ロス・カントス / 渓谷,,,,NOT_CHECKED,24,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,31,31,31;31,2,,page156:tag:entity31:key0008F1C2:ref31:ord0;page168:tag:entity31:key0008F1C2:ref31:ord0,NEXT AREA [ EL CADALSO ],ロス・カントス / 渓谷,NEXT AREA [ LOS CANTOS: CANYON ],,,,NOT_CHECKED,30,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,剑峰：峡谷,"[""剑峰：峡谷""]",Los Cantos: Canyon,"[""Los Cantos: Canyon""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,32,32,32;32,2,,page156:tag:entity32:key0012A0D1:ref32:ord0;page168:tag:entity32:key0012A0D1:ref32:ord0,ロス・カントス / 渓谷,NEXT AREA [ LOS CANTOS: CANYON ],ロス・カントス / 尾根,,,,NOT_CHECKED,32,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,33,33,33;33,2,,page156:tag:entity33:key0008F1C2:ref33:ord0;page168:tag:entity33:key0008F1C2:ref33:ord0,NEXT AREA [ LOS CANTOS: CANYON ],ロス・カントス / 尾根,NEXT AREA [ LOS CANTOS: RIDGE ],,,,NOT_CHECKED,30,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,剑峰：山脊,"[""剑峰：山脊""]",Los Cantos: Ridge,"[""Los Cantos: Ridge""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,34,34,34;34,2,,page156:tag:entity34:key0012A0D1:ref34:ord0;page168:tag:entity34:key0012A0D1:ref34:ord0,ロス・カントス / 尾根,NEXT AREA [ LOS CANTOS: RIDGE ],フェルテ・ラ・ラデラ,,,,NOT_CHECKED,31,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,35,35,35;35,2,,page156:tag:entity35:key0008F1C2:ref35:ord0;page168:tag:entity35:key0008F1C2:ref35:ord0,NEXT AREA [ LOS CANTOS: RIDGE ],フェルテ・ラ・ラデラ,NEXT AREA [ FUERTE LA LADERA ],,,,NOT_CHECKED,30,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,山坡要塞,"[""山坡要塞""]",Fuerte La Ladera,"[""Fuerte La Ladera""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,36,36,36;36,2,,page156:tag:entity36:key0012A0D1:ref36:ord0;page168:tag:entity36:key0012A0D1:ref36:ord0,フェルテ・ラ・ラデラ,NEXT AREA [ FUERTE LA LADERA ],火口内基地,,,,NOT_CHECKED,30,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,37,37,37;37,2,,page156:tag:entity37:key0008F1C2:ref37:ord0;page168:tag:entity37:key0008F1C2:ref37:ord0,NEXT AREA [ FUERTE LA LADERA ],火口内基地,NEXT AREA [ CRATER BASE ],,,,NOT_CHECKED,15,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,陨石坑基地,"[""陨石坑基地""]",Crater Base,"[""Crater Base""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,38,38,38;38,2,,page156:tag:entity38:key0012A0D1:ref38:ord0;page168:tag:entity38:key0012A0D1:ref38:ord0,火口内基地,NEXT AREA [ CRATER BASE ],セルバ・デ・ラ・レチェ / ジャングル,,,,NOT_CHECKED,25,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,39,39,39;39,2,,page156:tag:entity39:key0008F1C2:ref39:ord0;page168:tag:entity39:key0008F1C2:ref39:ord0,NEXT AREA [ CRATER BASE ],セルバ・デ・ラ・レチェ / ジャングル,NEXT AREA [ SELVA DE LA LECHE: JUNGLE ],,,,NOT_CHECKED,51,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,牛奶丛林：丛林,"[""牛奶丛林：丛林""]",Selva de la Leche: Jungle,"[""Selva de la Leche: Jungle""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,40,40,40;40,2,,page156:tag:entity40:key0012A0D1:ref40:ord0;page168:tag:entity40:key0012A0D1:ref40:ord0,セルバ・デ・ラ・レチェ / ジャングル,NEXT AREA [ SELVA DE LA LECHE: JUNGLE ],セルバ・デ・ラ・レチェ / 坂道,,,,NOT_CHECKED,39,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,41,41,41;41,2,,page156:tag:entity41:key0008F1C2:ref41:ord0;page168:tag:entity41:key0008F1C2:ref41:ord0,NEXT AREA [ SELVA DE LA LECHE: JUNGLE ],セルバ・デ・ラ・レチェ / 坂道,NEXT AREA [ SELVA DE LA LECHE: HILLSIDE ],,,,NOT_CHECKED,42,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,牛奶丛林：山坡,"[""牛奶丛林：山坡""]",Selva de la Leche: Hillside,"[""Selva de la Leche: Hillside""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,42,42,42;42,2,,page156:tag:entity42:key0012A0D1:ref42:ord0;page168:tag:entity42:key0012A0D1:ref42:ord0,セルバ・デ・ラ・レチェ / 坂道,NEXT AREA [ SELVA DE LA LECHE: HILLSIDE ],カタラタ・デ・ラ・ムエルテ,,,,NOT_CHECKED,41,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,43,43,43;43,2,,page156:tag:entity43:key0008F1C2:ref43:ord0;page168:tag:entity43:key0008F1C2:ref43:ord0,NEXT AREA [ SELVA DE LA LECHE: HILLSIDE ],カタラタ・デ・ラ・ムエルテ,NEXT AREA [ CATARATA DE LA MUERTE ],,,,NOT_CHECKED,39,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,死亡瀑布,"[""死亡瀑布""]",Catarata de la Muerte,"[""Catarata de la Muerte""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,44,44,44;44,2,,page156:tag:entity44:key0012A0D1:ref44:ord0;page168:tag:entity44:key0012A0D1:ref44:ord0,カタラタ・デ・ラ・ムエルテ,NEXT AREA [ CATARATA DE LA MUERTE ],セルバ・デ・ラ・ムエルテ / 崖下,,,,NOT_CHECKED,35,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,45,45,45;45,2,,page156:tag:entity45:key0008F1C2:ref45:ord0;page168:tag:entity45:key0008F1C2:ref45:ord0,NEXT AREA [ CATARATA DE LA MUERTE ],セルバ・デ・ラ・ムエルテ / 崖下,NEXT AREA [ SELVA DE LA MUERTE: BOTTOM OF CLIFF ],,,,NOT_CHECKED,45,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,死亡丛林：崖底,"[""死亡丛林：崖底""]",Selva de la Muerte: Bottom of Cliff,"[""Selva de la Muerte: Bottom of Cliff""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,46,46,46;46,2,,page156:tag:entity46:key0012A0D1:ref46:ord0;page168:tag:entity46:key0012A0D1:ref46:ord0,セルバ・デ・ラ・ムエルテ / 崖下,NEXT AREA [ SELVA DE LA MUERTE: BOTTOM OF CLIFF ],セルバ・デ・ラ・ムエルテ / 崖の上,,,,NOT_CHECKED,49,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,47,47,47;47,2,,page156:tag:entity47:key0008F1C2:ref47:ord0;page168:tag:entity47:key0008F1C2:ref47:ord0,NEXT AREA [ SELVA DE LA MUERTE: BOTTOM OF CLIFF ],セルバ・デ・ラ・ムエルテ / 崖の上,NEXT AREA [ SELVA DE LA MUERTE: TOP OF CLIFF ],,,,NOT_CHECKED,48,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,死亡丛林：崖顶,"[""死亡丛林：崖顶""]",Selva de la Muerte: Top of Cliff,"[""Selva de la Muerte: Top of Cliff""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,48,48,48;48,2,,page156:tag:entity48:key0012A0D1:ref48:ord0;page168:tag:entity48:key0012A0D1:ref48:ord0,セルバ・デ・ラ・ムエルテ / 崖の上,NEXT AREA [ SELVA DE LA MUERTE: TOP OF CLIFF ],リュイナス・デ・ショチケツァル,,,,NOT_CHECKED,46,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,49,49,49;49,2,,page156:tag:entity49:key0008F1C2:ref49:ord0;page168:tag:entity49:key0008F1C2:ref49:ord0,NEXT AREA [ SELVA DE LA MUERTE: TOP OF CLIFF ],リュイナス・デ・ショチケツァル,NEXT AREA [ RUINAS DE XOCHIQUETZAL ],,,,NOT_CHECKED,45,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,索奇克察尔遗迹,"[""索奇克察尔遗迹""]",Ruinas de Xochiquetzal,"[""Ruinas de Xochiquetzal""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,50,50,50;50,2,,page156:tag:entity50:key0012A0D1:ref50:ord0;page168:tag:entity50:key0012A0D1:ref50:ord0,リュイナス・デ・ショチケツァル,NEXT AREA [ RUINAS DE XOCHIQUETZAL ],人工知性研究所,,,,NOT_CHECKED,36,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,51,51,51;51,2,,page156:tag:entity51:key0008F1C2:ref51:ord0;page168:tag:entity51:key0008F1C2:ref51:ord0,NEXT AREA [ RUINAS DE XOCHIQUETZAL ],人工知性研究所,NEXT AREA [ AI LABORATORY ],,,,NOT_CHECKED,21,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,AI实验室,"[""AI实验室""]",AI Laboratory,"[""AI Laboratory""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,52,52,52;52,2,,page156:tag:entity52:key0012A0D1:ref52:ord0;page168:tag:entity52:key0012A0D1:ref52:ord0,人工知性研究所,NEXT AREA [ AI LABORATORY ],採掘場居住区,,,,NOT_CHECKED,27,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,53,53,53;53,2,,page156:tag:entity53:key0008F1C2:ref53:ord0;page168:tag:entity53:key0008F1C2:ref53:ord0,NEXT AREA [ AI LABORATORY ],採掘場居住区,NEXT AREA [ MINERS' RESIDENCE ],,,,NOT_CHECKED,18,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,矿工宿舍,"[""矿工宿舍""]",Miners' Residence,"[""Miners' Residence""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,54,54,54;54,2,,page156:tag:entity54:key0012A0D1:ref54:ord0;page168:tag:entity54:key0012A0D1:ref54:ord0,採掘場居住区,NEXT AREA [ MINERS' RESIDENCE ],採掘場底部,,,,NOT_CHECKED,31,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,55,55,55;55,2,,page156:tag:entity55:key0008F1C2:ref55:ord0;page168:tag:entity55:key0008F1C2:ref55:ord0,NEXT AREA [ MINERS' RESIDENCE ],採掘場底部,NEXT AREA [ MINING PIT ],,,,NOT_CHECKED,15,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,矿坑,"[""矿坑""]",Mining Pit,"[""Mining Pit""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
