codepoint,character,unicode_name,category,occurrence_count,resource_classes,is_han,is_ascii,is_kana,is_punctuation,is_symbol,selector_requirement
U+5F55,录,CJK UNIFIED IDEOGRAPH-5F55,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5F7C,彼,CJK UNIFIED IDEOGRAPH-5F7C,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5F80,往,CJK UNIFIED IDEOGRAPH-5F80,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5F97,得,CJK UNIFIED IDEOGRAPH-5F97,Lo,5,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5FC5,必,CJK UNIFIED IDEOGRAPH-5FC5,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5FD7,志,CJK UNIFIED IDEOGRAPH-5FD7,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5FE0,忠,CJK UNIFIED IDEOGRAPH-5FE0,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6001,态,CJK UNIFIED IDEOGRAPH-6001,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+600E,怎,CJK UNIFIED IDEOGRAPH-600E,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+601D,思,CJK UNIFIED IDEOGRAPH-601D,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+602F,怯,CJK UNIFIED IDEOGRAPH-602F,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+603B,总,CJK UNIFIED IDEOGRAPH-603B,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+606F,息,CJK UNIFIED IDEOGRAPH-606F,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+60A0,悠,CJK UNIFIED IDEOGRAPH-60A0,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+60C5,情,CJK UNIFIED IDEOGRAPH-60C5,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+60F3,想,CJK UNIFIED IDEOGRAPH-60F3,Lo,9,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+610F,意,CJK UNIFIED IDEOGRAPH-610F,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+611F,感,CJK UNIFIED IDEOGRAPH-611F,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+613F,愿,CJK UNIFIED IDEOGRAPH-613F,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6151,慑,CJK UNIFIED IDEOGRAPH-6151,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6162,慢,CJK UNIFIED IDEOGRAPH-6162,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+620F,戏,CJK UNIFIED IDEOGRAPH-620F,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6210,成,CJK UNIFIED IDEOGRAPH-6210,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6211,我,CJK UNIFIED IDEOGRAPH-6211,Lo,35,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6216,或,CJK UNIFIED IDEOGRAPH-6216,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6218,战,CJK UNIFIED IDEOGRAPH-6218,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6240,所,CJK UNIFIED IDEOGRAPH-6240,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+624D,才,CJK UNIFIED IDEOGRAPH-624D,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6258,托,CJK UNIFIED IDEOGRAPH-6258,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+628A,把,CJK UNIFIED IDEOGRAPH-628A,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+629B,抛,CJK UNIFIED IDEOGRAPH-629B,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+62A4,护,CJK UNIFIED IDEOGRAPH-62A4,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+62DC,拜,CJK UNIFIED IDEOGRAPH-62DC,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+62E9,择,CJK UNIFIED IDEOGRAPH-62E9,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+62FF,拿,CJK UNIFIED IDEOGRAPH-62FF,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6302,挂,CJK UNIFIED IDEOGRAPH-6302,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6362,换,CJK UNIFIED IDEOGRAPH-6362,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+636E,据,CJK UNIFIED IDEOGRAPH-636E,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+63A5,接,CJK UNIFIED IDEOGRAPH-63A5,Lo,6,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6446,摆,CJK UNIFIED IDEOGRAPH-6446,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6447,摇,CJK UNIFIED IDEOGRAPH-6447,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6539,改,CJK UNIFIED IDEOGRAPH-6539,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+653E,放,CJK UNIFIED IDEOGRAPH-653E,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+653F,政,CJK UNIFIED IDEOGRAPH-653F,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+654C,敌,CJK UNIFIED IDEOGRAPH-654C,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+654F,敏,CJK UNIFIED IDEOGRAPH-654F,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6570,数,CJK UNIFIED IDEOGRAPH-6570,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6597,斗,CJK UNIFIED IDEOGRAPH-6597,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+65B0,新,CJK UNIFIED IDEOGRAPH-65B0,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+65B9,方,CJK UNIFIED IDEOGRAPH-65B9,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+65E0,无,CJK UNIFIED IDEOGRAPH-65E0,Lo,6,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+65E6,旦,CJK UNIFIED IDEOGRAPH-65E6,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+65E9,早,CJK UNIFIED IDEOGRAPH-65E9,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+65F6,时,CJK UNIFIED IDEOGRAPH-65F6,Lo,5,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+660E,明,CJK UNIFIED IDEOGRAPH-660E,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+662F,是,CJK UNIFIED IDEOGRAPH-662F,Lo,24,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+663E,显,CJK UNIFIED IDEOGRAPH-663E,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+666E,普,CJK UNIFIED IDEOGRAPH-666E,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6682,暂,CJK UNIFIED IDEOGRAPH-6682,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+66B4,暴,CJK UNIFIED IDEOGRAPH-66B4,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6700,最,CJK UNIFIED IDEOGRAPH-6700,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6709,有,CJK UNIFIED IDEOGRAPH-6709,Lo,9,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+670D,服,CJK UNIFIED IDEOGRAPH-670D,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+671B,望,CJK UNIFIED IDEOGRAPH-671B,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+672A,未,CJK UNIFIED IDEOGRAPH-672A,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+672C,本,CJK UNIFIED IDEOGRAPH-672C,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+673A,机,CJK UNIFIED IDEOGRAPH-673A,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6740,杀,CJK UNIFIED IDEOGRAPH-6740,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6743,权,CJK UNIFIED IDEOGRAPH-6743,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6746,杆,CJK UNIFIED IDEOGRAPH-6746,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+675F,束,CJK UNIFIED IDEOGRAPH-675F,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6765,来,CJK UNIFIED IDEOGRAPH-6765,Lo,9,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6784,构,CJK UNIFIED IDEOGRAPH-6784,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6797,林,CJK UNIFIED IDEOGRAPH-6797,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+679C,果,CJK UNIFIED IDEOGRAPH-679C,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+67AA,枪,CJK UNIFIED IDEOGRAPH-67AA,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6807,标,CJK UNIFIED IDEOGRAPH-6807,Lo,6,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6837,样,CJK UNIFIED IDEOGRAPH-6837,Lo,5,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6848,案,CJK UNIFIED IDEOGRAPH-6848,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6863,档,CJK UNIFIED IDEOGRAPH-6863,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+68EE,森,CJK UNIFIED IDEOGRAPH-68EE,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6B21,次,CJK UNIFIED IDEOGRAPH-6B21,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6B63,正,CJK UNIFIED IDEOGRAPH-6B63,Lo,7,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6B64,此,CJK UNIFIED IDEOGRAPH-6B64,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6B7B,死,CJK UNIFIED IDEOGRAPH-6B7B,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6BCF,每,CJK UNIFIED IDEOGRAPH-6BCF,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6C14,气,CJK UNIFIED IDEOGRAPH-6C14,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6C38,永,CJK UNIFIED IDEOGRAPH-6C38,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6CA1,没,CJK UNIFIED IDEOGRAPH-6CA1,Lo,5,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6CD5,法,CJK UNIFIED IDEOGRAPH-6CD5,Lo,7,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6D32,洲,CJK UNIFIED IDEOGRAPH-6D32,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6D3B,活,CJK UNIFIED IDEOGRAPH-6D3B,Lo,5,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6D88,消,CJK UNIFIED IDEOGRAPH-6D88,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6E05,清,CJK UNIFIED IDEOGRAPH-6E05,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6E38,游,CJK UNIFIED IDEOGRAPH-6E38,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+6ED1,滑,CJK UNIFIED IDEOGRAPH-6ED1,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7075,灵,CJK UNIFIED IDEOGRAPH-7075,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7167,照,CJK UNIFIED IDEOGRAPH-7167,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7231,爱,CJK UNIFIED IDEOGRAPH-7231,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7269,物,CJK UNIFIED IDEOGRAPH-7269,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+72AF,犯,CJK UNIFIED IDEOGRAPH-72AF,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+72B6,状,CJK UNIFIED IDEOGRAPH-72B6,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+72EC,独,CJK UNIFIED IDEOGRAPH-72EC,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+72F1,狱,CJK UNIFIED IDEOGRAPH-72F1,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+730E,猎,CJK UNIFIED IDEOGRAPH-730E,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+73A9,玩,CJK UNIFIED IDEOGRAPH-73A9,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+73B0,现,CJK UNIFIED IDEOGRAPH-73B0,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7406,理,CJK UNIFIED IDEOGRAPH-7406,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+751F,生,CJK UNIFIED IDEOGRAPH-751F,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7528,用,CJK UNIFIED IDEOGRAPH-7528,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7531,由,CJK UNIFIED IDEOGRAPH-7531,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+753B,画,CJK UNIFIED IDEOGRAPH-753B,Lo,18,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+754C,界,CJK UNIFIED IDEOGRAPH-754C,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+767B,登,CJK UNIFIED IDEOGRAPH-767B,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7684,的,CJK UNIFIED IDEOGRAPH-7684,Lo,37,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+76EE,目,CJK UNIFIED IDEOGRAPH-76EE,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+76F4,直,CJK UNIFIED IDEOGRAPH-76F4,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+76F8,相,CJK UNIFIED IDEOGRAPH-76F8,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+771F,真,CJK UNIFIED IDEOGRAPH-771F,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7740,着,CJK UNIFIED IDEOGRAPH-7740,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+77E5,知,CJK UNIFIED IDEOGRAPH-77E5,Lo,8,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7814,研,CJK UNIFIED IDEOGRAPH-7814,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+786E,确,CJK UNIFIED IDEOGRAPH-786E,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+793A,示,CJK UNIFIED IDEOGRAPH-793A,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7956,祖,CJK UNIFIED IDEOGRAPH-7956,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+79CD,种,CJK UNIFIED IDEOGRAPH-79CD,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+79F0,称,CJK UNIFIED IDEOGRAPH-79F0,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7A76,究,CJK UNIFIED IDEOGRAPH-7A76,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7A7A,空,CJK UNIFIED IDEOGRAPH-7A7A,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7A81,突,CJK UNIFIED IDEOGRAPH-7A81,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7B54,答,CJK UNIFIED IDEOGRAPH-7B54,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7B97,算,CJK UNIFIED IDEOGRAPH-7B97,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7BA1,管,CJK UNIFIED IDEOGRAPH-7BA1,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7C7B,类,CJK UNIFIED IDEOGRAPH-7C7B,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7CFB,系,CJK UNIFIED IDEOGRAPH-7CFB,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7EC8,终,CJK UNIFIED IDEOGRAPH-7EC8,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7ECF,经,CJK UNIFIED IDEOGRAPH-7ECF,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7ED3,结,CJK UNIFIED IDEOGRAPH-7ED3,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7ED9,给,CJK UNIFIED IDEOGRAPH-7ED9,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7EDF,统,CJK UNIFIED IDEOGRAPH-7EDF,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7EE7,继,CJK UNIFIED IDEOGRAPH-7EE7,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7EED,续,CJK UNIFIED IDEOGRAPH-7EED,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7F16,编,CJK UNIFIED IDEOGRAPH-7F16,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7F29,缩,CJK UNIFIED IDEOGRAPH-7F29,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7F8E,美,CJK UNIFIED IDEOGRAPH-7F8E,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+7FA4,群,CJK UNIFIED IDEOGRAPH-7FA4,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8005,者,CJK UNIFIED IDEOGRAPH-8005,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+800C,而,CJK UNIFIED IDEOGRAPH-800C,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8089,肉,CJK UNIFIED IDEOGRAPH-8089,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+80AE,肮,CJK UNIFIED IDEOGRAPH-80AE,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+80C6,胆,CJK UNIFIED IDEOGRAPH-80C6,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+80CC,背,CJK UNIFIED IDEOGRAPH-80CC,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+80DC,胜,CJK UNIFIED IDEOGRAPH-80DC,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+80FD,能,CJK UNIFIED IDEOGRAPH-80FD,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+810F,脏,CJK UNIFIED IDEOGRAPH-810F,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8110,脐,CJK UNIFIED IDEOGRAPH-8110,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+81EA,自,CJK UNIFIED IDEOGRAPH-81EA,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+82E5,若,CJK UNIFIED IDEOGRAPH-82E5,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+82F1,英,CJK UNIFIED IDEOGRAPH-82F1,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+83B7,获,CJK UNIFIED IDEOGRAPH-83B7,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+83DC,菜,CJK UNIFIED IDEOGRAPH-83DC,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+865A,虚,CJK UNIFIED IDEOGRAPH-865A,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+86EE,蛮,CJK UNIFIED IDEOGRAPH-86EE,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+878D,融,CJK UNIFIED IDEOGRAPH-878D,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+884C,行,CJK UNIFIED IDEOGRAPH-884C,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8868,表,CJK UNIFIED IDEOGRAPH-8868,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8896,袖,CJK UNIFIED IDEOGRAPH-8896,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+88AB,被,CJK UNIFIED IDEOGRAPH-88AB,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+88C2,裂,CJK UNIFIED IDEOGRAPH-88C2,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+897F,西,CJK UNIFIED IDEOGRAPH-897F,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8981,要,CJK UNIFIED IDEOGRAPH-8981,Lo,17,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+89C1,见,CJK UNIFIED IDEOGRAPH-89C1,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+89C2,观,CJK UNIFIED IDEOGRAPH-89C2,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+89C9,觉,CJK UNIFIED IDEOGRAPH-89C9,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8A00,言,CJK UNIFIED IDEOGRAPH-8A00,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8BA4,认,CJK UNIFIED IDEOGRAPH-8BA4,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8BA9,让,CJK UNIFIED IDEOGRAPH-8BA9,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8BB0,记,CJK UNIFIED IDEOGRAPH-8BB0,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8BBF,访,CJK UNIFIED IDEOGRAPH-8BBF,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8BC1,证,CJK UNIFIED IDEOGRAPH-8BC1,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8BC9,诉,CJK UNIFIED IDEOGRAPH-8BC9,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8BD5,试,CJK UNIFIED IDEOGRAPH-8BD5,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8BDA,诚,CJK UNIFIED IDEOGRAPH-8BDA,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8BDD,话,CJK UNIFIED IDEOGRAPH-8BDD,Lo,7,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8BDE,诞,CJK UNIFIED IDEOGRAPH-8BDE,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8BF4,说,CJK UNIFIED IDEOGRAPH-8BF4,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8BF7,请,CJK UNIFIED IDEOGRAPH-8BF7,Lo,11,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8BF8,诸,CJK UNIFIED IDEOGRAPH-8BF8,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8BFB,读,CJK UNIFIED IDEOGRAPH-8BFB,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8D1F,负,CJK UNIFIED IDEOGRAPH-8D1F,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8D25,败,CJK UNIFIED IDEOGRAPH-8D25,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8D3C,贼,CJK UNIFIED IDEOGRAPH-8D3C,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8D62,赢,CJK UNIFIED IDEOGRAPH-8D62,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8D70,走,CJK UNIFIED IDEOGRAPH-8D70,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
