source,container,stream_index,stream_offset,next_text_stream_offset,distance_to_next_text_stream,stream_probe_size,parsed_extent,valid_data_overlaps_next_stream,block_index,block_offset_in_stream,block_file_offset,block_total_size,block_end_file_offset,field_04_hex,field_08_hex,version,relative_value,size_minus_four,field_1c_hex,offset_table_file_offset,text_base_file_offset,text_capacity,briefing_id,translation_unit_id,logical_ids_json,identifier_status,text_index,text_relative_offset,text_file_offset,terminator_file_offset,terminator_present,jpn_text,jpn_control_tokens,jpn_utf8_bytes,parse_status,parse_error,cn_text,lane,file_id,mlg_cn_reference,mlg_cn_reference_variants,eng_reference,eng_reference_variants,reference_status,reference_method,reference_reason,eng_source_rows_json,alignment_shape
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,0,0x100,0x34100,1080,0x34540,0xFFFFFFFF,0xFFFFFFFF,20,68,1076,0x00000000,0x34120,0x34150,1008,,STREAM_034000_BLOCK_0100,[],NONE,3,212,0x34224,0x3427A,YES,"あのヘリには、人が乗ってないの。多分、機械が動かして
る。
",[],86,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034100,"那东西没有驾驶员。
一定是由机器控制的。","[""那东西没有驾驶员。\n一定是由机器控制的。""]","There was nobody piloting that thing. It must be
controlled by machine.
","[""There was nobody piloting that thing. It must be\ncontrolled by machine.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x34100; ENG blocks=0xC4BB0; ENG source rows=0xC4BB0#3; block_semantic_score=0.105130.,"[""0xC4BB0#3""]",1:1
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,0,0x100,0x34100,1080,0x34540,0xFFFFFFFF,0xFFFFFFFF,20,68,1076,0x00000000,0x34120,0x34150,1008,,STREAM_034000_BLOCK_0100,[],NONE,4,299,0x3427B,0x342CA,YES,"そうらしいな。だからこそ、あんな無茶な機動もできる。
",[],79,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034100,"是啊，看来是这样。
没有人能做出那些疯狂的动作。","[""是啊，看来是这样。\n没有人能做出那些疯狂的动作。""]","Yeah, it seems that way. No human being could pull
off those crazy maneuvers.
","[""Yeah, it seems that way. No human being could pull\noff those crazy maneuvers.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x34100; ENG blocks=0xC4BB0; ENG source rows=0xC4BB0#4; block_semantic_score=0.105130.,"[""0xC4BB0#4""]",1:1
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,0,0x100,0x34100,1080,0x34540,0xFFFFFFFF,0xFFFFFFFF,20,68,1076,0x00000000,0x34120,0x34150,1008,,STREAM_034000_BLOCK_0100,[],NONE,5,379,0x342CB,0x34314,YES,"でも、それにしては頭のいい動きをする。歌も歌う。
",[],73,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034100,"但它并不疯狂——
它很聪明。它还会唱歌。","[""但它并不疯狂——\n它很聪明。它还会唱歌。""]","But it's not crazy - it's smart. It sings, too.
","[""But it's not crazy - it's smart. It sings, too.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x34100; ENG blocks=0xC4BB0; ENG source rows=0xC4BB0#5; block_semantic_score=0.105130.,"[""0xC4BB0#5""]",1:1
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,0,0x100,0x34100,1080,0x34540,0xFFFFFFFF,0xFFFFFFFF,20,68,1076,0x00000000,0x34120,0x34150,1008,,STREAM_034000_BLOCK_0100,[],NONE,6,453,0x34315,0x34394,YES,"それを見て、隊の誰かが「<R=新しい人間,オンブレ・ヌエボ>が乗ってる」って言
い出してね。
","[""<R=新しい人間,オンブレ・ヌエボ>""]",127,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034100,"我们第一次看到它时，我的一个人说，
“驾驶员一定是个新人类。”","[""我们第一次看到它时，我的一个人说，\n“驾驶员一定是个新人类。”""]","When we first saw it, one of my men said, ""Pilot
must be an hombre nuevo.""
","[""When we first saw it, one of my men said, \""Pilot\nmust be an hombre nuevo.\""\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x34100; ENG blocks=0xC4BB0; ENG source rows=0xC4BB0#6; block_semantic_score=0.105130.,"[""0xC4BB0#6""]",1:1
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,0,0x100,0x34100,1080,0x34540,0xFFFFFFFF,0xFFFFFFFF,20,68,1076,0x00000000,0x34120,0x34150,1008,,STREAM_034000_BLOCK_0100,[],NONE,7,581,0x34395,0x343D5,YES,"あたしはその呼び方、気に入らないんだけど。
",[],64,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034100,我，我不喜欢这个名字。,"[""我，我不喜欢这个名字。""]","Me, I do not like the name.
","[""Me, I do not like the name.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x34100; ENG blocks=0xC4BB0; ENG source rows=0xC4BB0#7; block_semantic_score=0.105130.,"[""0xC4BB0#7""]",1:1
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,0,0x100,0x34100,1080,0x34540,0xFFFFFFFF,0xFFFFFFFF,20,68,1076,0x00000000,0x34120,0x34150,1008,,STREAM_034000_BLOCK_0100,[],NONE,8,646,0x343D6,0x343E0,YES,"なぜ。
",[],10,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034100,为什么？,"[""为什么？""]","Why?
","[""Why?\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x34100; ENG blocks=0xC4BB0; ENG source rows=0xC4BB0#8; block_semantic_score=0.105130.,"[""0xC4BB0#8""]",1:1
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,0,0x100,0x34100,1080,0x34540,0xFFFFFFFF,0xFFFFFFFF,20,68,1076,0x00000000,0x34120,0x34150,1008,,STREAM_034000_BLOCK_0100,[],NONE,9,657,0x343E1,0x34490,YES,"だって、「<R=新しい人間,オンブレ・ヌエボ>」は、ゲバラが目指した姿じゃない
の。<R=FSLN,サンディニスタ>に集うものの目標よ。
","[""<R=新しい人間,オンブレ・ヌエボ>"", ""<R=FSLN,サンディニスタ>""]",175,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034100,"""新人类""是切努力想要成为的样子。是我们所有加入桑地诺的人努力
想要成为的样子。这就是为什么！","[""\""新人类\""是切努力想要成为的样子。是我们所有加入桑地诺的人努力\n想要成为的样子。这就是为什么！""]","""Hombre nuevo"" was what El Che was striving to
become.
What all of us who joined the Sandinistas strive to
become. That's why!
","[""\""Hombre nuevo\"" was what El Che was striving to\nbecome.\nWhat all of us who joined the Sandinistas strive to\nbecome. That's why!\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,"JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:2; JPN blocks=0x34100; ENG blocks=0xC4BB0,0xC4BB0; ENG source rows=0xC4BB0#9,0xC4BB0#10; block_semantic_score=0.105130.","[""0xC4BB0#9"", ""0xC4BB0#10""]",1:2
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,0,0x100,0x34100,1080,0x34540,0xFFFFFFFF,0xFFFFFFFF,20,68,1076,0x00000000,0x34120,0x34150,1008,,STREAM_034000_BLOCK_0100,[],NONE,10,833,0x34491,0x3452C,YES,"モラルと、自発的な労働に喜びを見いだす、「新しい人間」
…その名をあんな化物にくれてやるのは、悔しくて。
",[],155,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034100,"新人类是在美德和自愿
劳动中找到快乐的人…看到那个名字被赋予这样
一个怪物，我愤怒极了。","[""新人类是在美德和自愿\n劳动中找到快乐的人…看到那个名字被赋予这样\n一个怪物，我愤怒极了。""]","An hombre nuevo is one who finds joy in virtue
and voluntary labor...
It makes me furious to see the name given to such
a monster.
","[""An hombre nuevo is one who finds joy in virtue\nand voluntary labor...\nIt makes me furious to see the name given to such\na monster.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,"JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:2; JPN blocks=0x34100; ENG blocks=0xC4BB0,0xC4BB0; ENG source rows=0xC4BB0#11,0xC4BB0#12; block_semantic_score=0.105130.","[""0xC4BB0#11"", ""0xC4BB0#12""]",1:2
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,0,0x100,0x34100,1080,0x34540,0xFFFFFFFF,0xFFFFFFFF,20,68,1076,0x00000000,0x34120,0x34150,1008,,STREAM_034000_BLOCK_0100,[],NONE,11,989,0x3452D,0x3453D,YES,"違いない。
",[],16,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034100,我打赌。,"[""我打赌。""]","I'll bet.
","[""I'll bet.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x34100; ENG blocks=0xC4BB0; ENG source rows=0xC4BB0#13; block_semantic_score=0.105130.,"[""0xC4BB0#13""]",1:1
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,1,0x6C0,0x346C0,1032,0x34AD0,0xFFFFFFFF,0xFFFFFFFF,20,60,1028,0x00000000,0x346E0,0x34708,968,,STREAM_034000_BLOCK_06C0,[],NONE,0,0,0x34708,0x34742,YES,"チコはあのヘリをコリブリと呼んでいた。
",[],58,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_0346C0,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,1,0x6C0,0x346C0,1032,0x34AD0,0xFFFFFFFF,0xFFFFFFFF,20,60,1028,0x00000000,0x346E0,0x34708,968,,STREAM_034000_BLOCK_06C0,[],NONE,1,59,0x34743,0x347C6,YES,"こっちじゃハチドリのことをそう呼ぶの。あのヘリも動き
が似てるでしょ、空中で静止したり。
",[],131,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_0346C0,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,1,0x6C0,0x346C0,1032,0x34AD0,0xFFFFFFFF,0xFFFFFFFF,20,60,1028,0x00000000,0x346E0,0x34708,968,,STREAM_034000_BLOCK_06C0,[],NONE,2,191,0x347C7,0x347EC,YES,"大きさはえらい違いだが。
",[],37,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_0346C0,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,1,0x6C0,0x346C0,1032,0x34AD0,0xFFFFFFFF,0xFFFFFFFF,20,60,1028,0x00000000,0x346E0,0x34708,968,,STREAM_034000_BLOCK_06C0,[],NONE,3,229,0x347ED,0x34839,YES,"そうね。でも、オンブレ・ヌエボよりはいい名前だわ。
",[],76,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_0346C0,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,1,0x6C0,0x346C0,1032,0x34AD0,0xFFFFFFFF,0xFFFFFFFF,20,60,1028,0x00000000,0x346E0,0x34708,968,,STREAM_034000_BLOCK_06C0,[],NONE,4,306,0x3483A,0x348DA,YES,"コリブリに<R=さらわれたら,ラプタール>、終わりよ。捕虜収容所に連れて
かれて、仲間のことを吐くまで拷問される。
","[""<R=さらわれたら,ラプタール>""]",160,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_0346C0,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,1,0x6C0,0x346C0,1032,0x34AD0,0xFFFFFFFF,0xFFFFFFFF,20,60,1028,0x00000000,0x346E0,0x34708,968,,STREAM_034000_BLOCK_06C0,[],NONE,5,467,0x348DB,0x34923,YES,"チコは、そいつに<R=さらわれた,アブタクト>のか…。
","[""<R=さらわれた,アブタクト>""]",72,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_0346C0,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,1,0x6C0,0x346C0,1032,0x34AD0,0xFFFFFFFF,0xFFFFFFFF,20,60,1028,0x00000000,0x346E0,0x34708,968,,STREAM_034000_BLOCK_06C0,[],NONE,6,540,0x34924,0x34995,YES,"やつらの拷問は容赦がない。喋ったら喋ったで、ボロクズ
のように捨てられる…。
",[],113,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_0346C0,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,1,0x6C0,0x346C0,1032,0x34AD0,0xFFFFFFFF,0xFFFFFFFF,20,60,1028,0x00000000,0x346E0,0x34708,968,,STREAM_034000_BLOCK_06C0,[],NONE,7,654,0x34996,0x34A19,YES,"そうとわかっていながら、あたしはチコを救えなかった。
救えないのなら、いっそこの手で…。
",[],131,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_0346C0,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,1,0x6C0,0x346C0,1032,0x34AD0,0xFFFFFFFF,0xFFFFFFFF,20,60,1028,0x00000000,0x346E0,0x34708,968,,STREAM_034000_BLOCK_06C0,[],NONE,8,786,0x34A1A,0x34A97,YES,"簡単にそんなことを言うな。名誉を失っても、生き延びな
くてはならないことだってある。
",[],125,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_0346C0,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,1,0x6C0,0x346C0,1032,0x34AD0,0xFFFFFFFF,0xFFFFFFFF,20,60,1028,0x00000000,0x346E0,0x34708,968,,STREAM_034000_BLOCK_06C0,[],NONE,9,912,0x34A98,0x34ACC,YES,"大丈夫だ。チコは必ず俺が助け出す。
",[],52,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_0346C0,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,2,0xC20,0x34C20,1892,0x3538C,0xFFFFFFFF,0xFFFFFFFF,20,124,1888,0x00000000,0x34C40,0x34CA8,1764,,STREAM_034000_BLOCK_0C20,[],NONE,0,0,0x34CA8,0x34CFE,YES,"スネーク、あなたの意見を聞かせて。敵の傭兵、実力はど
う。
",[],86,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034C20,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,2,0xC20,0x34C20,1892,0x3538C,0xFFFFFFFF,0xFFFFFFFF,20,124,1888,0x00000000,0x34C40,0x34CA8,1764,,STREAM_034000_BLOCK_0C20,[],NONE,1,87,0x34CFF,0x34D8E,YES,"練度は申し分ない。数も十二分だし、場慣れしてもいる。
ベトナム帰りが多いんだろう、手強い相手だ。
",[],143,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034C20,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,2,0xC20,0x34C20,1892,0x3538C,0xFFFFFFFF,0xFFFFFFFF,20,124,1888,0x00000000,0x34C40,0x34CA8,1764,,STREAM_034000_BLOCK_0C20,[],NONE,2,231,0x34D8F,0x34E18,YES,"装備も充実しているな。戦車や攻撃ヘリをあれだけの規模
で運用している傭兵部隊はなかなか無い。
",[],137,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034C20,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,2,0xC20,0x34C20,1892,0x3538C,0xFFFFFFFF,0xFFFFFFFF,20,124,1888,0x00000000,0x34C40,0x34CA8,1764,,STREAM_034000_BLOCK_0C20,[],NONE,3,369,0x34E19,0x34EA2,YES,"それだけ資金が潤沢、ってことね。それにあの手の大型兵
器にアクセスできるコネクションもある。
",[],137,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034C20,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,2,0xC20,0x34C20,1892,0x3538C,0xFFFFFFFF,0xFFFFFFFF,20,124,1888,0x00000000,0x34C40,0x34CA8,1764,,STREAM_034000_BLOCK_0C20,[],NONE,4,507,0x34EA3,0x34EE6,YES,"天下のCIAがバックについてるんだ、当然だろう。
",[],67,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034C20,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,2,0xC20,0x34C20,1892,0x3538C,0xFFFFFFFF,0xFFFFFFFF,20,124,1888,0x00000000,0x34C40,0x34CA8,1764,,STREAM_034000_BLOCK_0C20,[],NONE,5,575,0x34EE7,0x34FA3,YES,"それに比べてあたし達ときたら半分農民半分学生、<R=子供,チコ>も
いるかと思えば、武器にしたって敵から奪って数を揃える
ていたらく。
","[""<R=子供,チコ>""]",188,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034C20,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,2,0xC20,0x34C20,1892,0x3538C,0xFFFFFFFF,0xFFFFFFFF,20,124,1888,0x00000000,0x34C40,0x34CA8,1764,,STREAM_034000_BLOCK_0C20,[],NONE,6,764,0x34FA4,0x34FCF,YES,"悔しいけど、終始押され気味。
",[],43,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034C20,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,2,0xC20,0x34C20,1892,0x3538C,0xFFFFFFFF,0xFFFFFFFF,20,124,1888,0x00000000,0x34C40,0x34CA8,1764,,STREAM_034000_BLOCK_0C20,[],NONE,7,808,0x34FD0,0x34FE0,YES,"そうだな。
",[],16,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034C20,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,2,0xC20,0x34C20,1892,0x3538C,0xFFFFFFFF,0xFFFFFFFF,20,124,1888,0x00000000,0x34C40,0x34CA8,1764,,STREAM_034000_BLOCK_0C20,[],NONE,8,825,0x34FE1,0x3502C,YES,"頼みの<R=父さん,ミ・ビエホ>まで失ってしまって……。
","[""<R=父さん,ミ・ビエホ>""]",75,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034C20,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,2,0xC20,0x34C20,1892,0x3538C,0xFFFFFFFF,0xFFFFFFFF,20,124,1888,0x00000000,0x34C40,0x34CA8,1764,,STREAM_034000_BLOCK_0C20,[],NONE,9,901,0x3502D,0x35046,YES,"ああ、そうだな。
",[],25,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034C20,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,2,0xC20,0x34C20,1892,0x3538C,0xFFFFFFFF,0xFFFFFFFF,20,124,1888,0x00000000,0x34C40,0x34CA8,1764,,STREAM_034000_BLOCK_0C20,[],NONE,10,927,0x35047,0x35075,YES,"……勝てるのかしら、あたし達。
",[],46,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034C20,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,2,0xC20,0x34C20,1892,0x3538C,0xFFFFFFFF,0xFFFFFFFF,20,124,1888,0x00000000,0x34C40,0x34CA8,1764,,STREAM_034000_BLOCK_0C20,[],NONE,11,974,0x35076,0x3509B,YES,"ねえスネーク、どう思う？
",[],37,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034C20,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,2,0xC20,0x34C20,1892,0x3538C,0xFFFFFFFF,0xFFFFFFFF,20,124,1888,0x00000000,0x34C40,0x34CA8,1764,,STREAM_034000_BLOCK_0C20,[],NONE,12,1012,0x3509C,0x350B5,YES,"自信がないのか。
",[],25,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034C20,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,2,0xC20,0x34C20,1892,0x3538C,0xFFFFFFFF,0xFFFFFFFF,20,124,1888,0x00000000,0x34C40,0x34CA8,1764,,STREAM_034000_BLOCK_0C20,[],NONE,13,1038,0x350B6,0x350C3,YES,"だって。
",[],13,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034C20,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
JPN,0076531D,51,0x34000,0x35000,4096,65536,5004,YES,2,0xC20,0x34C20,1892,0x3538C,0xFFFFFFFF,0xFFFFFFFF,20,124,1888,0x00000000,0x34C40,0x34CA8,1764,,STREAM_034000_BLOCK_0C20,[],NONE,14,1052,0x350C4,0x350D4,YES,"アマンダ。
",[],16,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_034C20,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.,[],
