resource_type,container,page,page_entry_start,page_entry_capacity,tag_index,file_id,payload_variant_index,occurrence_count,occurrence_locations,archive_entry_index,archive_entry_name,entity_index,entity_key,entity_key_occurrence,reference_index,ordinal_in_entity,language_key,style,body_relative_offset,text_absolute_offset,text_encoding,text_byte_length,terminator_present,text_group_id,control_tokens,jpn_text,mlg_cn_reference,eng_reference,reference_status,reference_method,reference_reason,cn_text
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,35,00374EF4,0,262,4,00000DB0,0x00000402,43658,61234,UTF-8,145,true,TXT_8A4C6667D512C0CC,[],"「『ドリトス』のメキシカン・タコス味も好きですが、
　ナチョ・チーズ味が食べたいです。アミーゴ！」",,,AUX_EMPTY,exact_jpn_loose_file_and_reference_index,auxiliary bank contains an empty string at this coordinate,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,34,00374EF3,0,268,4,00000DB0,0x00000402,44732,62308,UTF-8,116,true,TXT_E0F817DC67B8270E,[],"「『少年マガジン』は1953年3月17日に創刊したんです。
　俺がまだ赤ん坊の頃ですよ」",,,AUX_EMPTY,exact_jpn_loose_file_and_reference_index,auxiliary bank contains an empty string at this coordinate,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,33,00374EF2,0,274,4,00000DB0,0x00000402,43804,61380,UTF-8,139,true,TXT_5418BC663561CE86,[],"「『ファミ通』の発売日が金曜から木曜になったのは、
　木曜発売のゲームが多いからなんですって」",,,AUX_EMPTY,exact_jpn_loose_file_and_reference_index,auxiliary bank contains an empty string at this coordinate,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,32,00374A51,0,280,4,00000DB0,0x00000402,44606,62182,UTF-8,125,true,TXT_42A076DAAFDFE883,[],"「『困ったときはSTARTボタン！』
　昔いた部隊の、朝礼の挨拶です！！
　元気かな …隊長」","我以前那个部队里,指挥官经常在晨练的时候跟我们说:'不管什么时候遇到麻烦,按下START键就对了!!'
不知道他现在过得怎么样。","Back in my old unit, the commander used to tell us at morning calisthenics: ""Whenever you're in trouble, hit the START button!!""
Wonder how he's doing these days.",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,50,00AC79CA,0,286,4,00000DB0,0x00000001,18170,35746,UTF-8,10,true,TXT_730DE9460CA85517,[],KEY CONFIG,BUTTON CONFIG,BUTTON CONFIG,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,47,00661129,0,292,4,00000DB0,0x00000402,49444,67020,UTF-8,39,true,TXT_C0648D83B099874A,[],プレイの記録を保存します。,保存游戏数据。,Save play data.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,48,006C9043,0,298,4,00000DB0,0x00000402,50346,67922,UTF-8,105,true,TXT_505D1742D27B53A7,[],入隊志願者を募ります。入隊志願者はオンラインでプレイするほど増えます。,已接受一名志愿者。志愿者数量会随着你进行网络对战而增加。,Accepted a volunteer. Volunteers increase as you play online.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,49,00A08ACA,0,308,8,00000DB0,0x00000402,48252,65828,UTF-8,48,true,TXT_9B4296D331FC9405,[],キー操作の確認、変更を行います。,查看/更改按键设置。,View / change button controls.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,49,00A08ACA,0,309,9,00000DB0,0x00000402,48252,65828,UTF-8,48,true,TXT_9B4296D331FC9405,[],キー操作の確認、変更を行います。,确认或更改操作。,Confirm or change controls.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,51,00D71EB4,0,316,4,00000DB0,0x00000402,49012,66588,UTF-8,54,true,TXT_AD7FD1706DF41DAE,[],トレードを行う相手を選んでください。,选择要交易的玩家。,Select a player to trade with.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,54,00C03B74,0,322,4,00000DB0,0x00000402,49068,66644,UTF-8,110,true,TXT_2D143954ACA1BD11,"[""<I=□>""]","トレード参加者を待っています。

Xbox LIVE パーティー セッションへの招待：<I=□>","Waiting for trading partner…

Xbox LIVE Party INVITE:<I=□>","Waiting for trading partner…

Xbox LIVE Party INVITE:<I=□>",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,56,00D9422F,0,328,4,00000DB0,0x00000402,49232,66808,UTF-8,75,true,TXT_BA4FFCF236525DE9,"[""<I=□>""]","トレード参加者を待っています。

フレンド招待：<I=□>","正在等待交易对象…

邀请好友：<I=□>","Waiting for trading partner…

INVITE FRIEND:<I=□>",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,53,0062799F,0,334,4,00000DB0,0x00000402,49180,66756,UTF-8,50,true,TXT_E3D42D7B4AD10CC1,[],"トレード参加者を待っています。

　",正在等待交易对象…,"Waiting for trading partner…

 ",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,55,00C76899,0,340,4,00000DB0,0x00000402,48974,66550,UTF-8,36,true,TXT_C70FA63897A6C7B3,[],トレードが完了しました。,交易完成。,Trade complete.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,52,002B08D5,0,346,4,00000DB0,0x00000402,15490,33066,UTF-8,43,true,TXT_100CC39C9DF2FB2E,[],HOSTがトレードを終了しました。,房主已结束交易。正在返回大厅菜单。,Host has ended the trade. Returning to the LOBBY menu.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,57,00E642D7,0,352,4,00000DB0,0x00000402,47894,65470,UTF-8,33,true,TXT_C84C6DA7B782634F,[],エラーが発生しました。,发生了错误。,An error has occurred.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,58,00057609,0,358,4,00000DB0,0x00000001,21584,39160,UTF-8,17,true,TXT_3FAE4C769A5B82EC,[],PUSH START BUTTON,PRESS START,PRESS START,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,59,004E8250,0,364,4,00000DB0,0x00000001,28960,46536,UTF-8,14,true,TXT_FDF05930BFDF499E,[],SPECTATOR MODE,,SPECTATOR MODE,AUX_UNCHANGED,exact_jpn_loose_file_and_reference_index,auxiliary bank retains the original JPN text,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,60,003DF22B,0,370,4,00000DB0,0x00000402,53182,70758,UTF-8,28,true,TXT_4D4BD2FE8CE073B3,"[""<I=×>""]",記憶板抜き取り:<I=×>,移除记忆板：<I=×>,Remove Board:<I=×>,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,66,008DCC78,0,376,4,00000DB0,0x00000402,50452,68028,UTF-8,515,true,TXT_222E0276FFBE8A7A,[],"出撃するミッションを選択してください。
LT・RTでタブを切り替えることができます。

Xbox LIVEを通じて仲間とCO-OPS（協力プレイ）をすることもできます。
HOSTになってゲームをするには、CO-OPSタブ以外からミッションを選択します。
HOSTが作成したゲームに参加するにはCO-OPSタブからSEARCH HOSTを実行します。
現在の参加人数／参加人数の上限は、ミッション名の右側に表示されます。","Select the mission that you wish to participate in.  
Use LT and RT to switch tabs.

You can play CO-OPS missions by connecting to Xbox LIVE. To become the HOST of a CO-OPS mission, select a mission from any tab other than the CO-OPS tab.
Other players can join from the CO-OPS tab using the HOST SEARCH function.
The current and maximum number of players is shown to the right of the mission name.","Select the mission that you wish to participate in.  
Use LT and RT to switch tabs.

You can play CO-OPS missions by connecting to Xbox LIVE. To become the HOST of a CO-OPS mission, select a mission from any tab other than the CO-OPS tab.
Other players can join from the CO-OPS tab using the HOST SEARCH function.
The current and maximum number of players is shown to the right of the mission name.",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,62,00446CC2,0,382,4,00000DB0,0x00000402,19602,37178,UTF-8,250,true,TXT_F015B219BC354088,[],"MSF入隊志願者を募ります。
志願者はみな腕に覚えのある兵士達で、
スネークの実力を冷静に見極めようとしています。
志願者全員を破ると、彼らはMSFの実力を認め、
入隊してきます。","招募志愿者加入MSF。
志愿者新兵都是经验丰富的老兵，
他们会想要确认MSF和Snake的真正实力
后才愿意加入。在战斗中击败他们，证明你的实力，
说服他们成为你的盟友。","Recruit volunteers to MSF. 
Volunteer recruits are experienced veteran soldiers who will
want to evaluate the true strength of the MSF and Snake
before they agree to join.  Best them in battle to prove
your clout and convince them to become your ally.",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,65,0088883D,0,388,4,00000DB0,0x00000402,51974,69550,UTF-8,206,true,TXT_AD5DBBFD886798AD,"[""<I=DEC>"",""<I=CAN>""]",方向パッドで地図から地域を選び、<I=DEC>を押すと地域ごとのミッション一覧を表示します。ミッション一覧表示後、<I=CAN>を押すと地域選択に戻ります。,用方向键从地图中选择区域。按 <I=DEC> 显示每个区域的任务列表。显示任务列表后，按 <I=CAN> 返回区域选择。,"Use the directional pad to select a Region from the map.  Press <I=DEC> to display the mission list for each Region.  After displaying the mission lists, press <I=CAN> to return to selecting a Region.",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,63,00748B25,0,394,4,00000DB0,0x00000402,52316,69892,UTF-8,261,true,TXT_4F9DFD2C0CF9DC6B,[],検索条件を指定してSEARCH HOSTを実行すると、仲間を募集しているミッションを表示します。HOST（募集者）のゲーマータグや現在の参加人数／参加人数の上限などの情報がリストに表示されます。,选择房主搜索并将频道与房主（招募者）的频道匹配后，正在招募成员的任务就会显示出来。任务名称右侧会显示当前人数和最大人数。,"After selecting HOST SEARCH and matching the Channel to that of the HOST (recruiter), the mission that is recruiting members will be displayed.  The current number of players and the maximum number of players appear to the right of the mission name.",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,61,003E6E5C,0,400,4,00000DB0,0x00000402,28826,46402,UTF-8,133,true,TXT_F4AA33FD420DB80E,[],SOLDIER SEARCHを選択して志願兵が見つかると、新規ミッション(MSF入隊テスト)が選択可能になります。,使用士兵搜索找到MSF的志愿者后，新的任务（MSF入队考核）就会开放。,"When volunteers to MSF are located using SOLDIER SEARCH, a new mission (MSF Entrance Exam) will become available.",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,68,00B96848,0,406,4,00000DB0,0x00000402,48252,65828,UTF-8,48,true,TXT_9B4296D331FC9405,[],キー操作の確認、変更を行います。,确认或更改操作。,Confirm or change controls.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,67,00B7FD8F,0,412,4,00000DB0,0x00000402,18170,35746,UTF-8,10,true,TXT_730DE9460CA85517,[],KEY CONFIG,按键设置,BUTTON CONFIG,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,69,00CB251D,0,418,4,00000DB0,0x00000402,50078,67654,UTF-8,24,true,TXT_B1DA542D83BCEEBD,[],ミッション情報：,任务信息：,MISSION INFO:,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,64,007E41D7,0,424,4,00000DB0,0x00000402,28690,46266,UTF-8,11,true,TXT_A47934C9921FFA5B,[],SEARCH HOST,房主搜索,HOST SEARCH,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,70,00F19383,0,430,4,00000DB0,0x00000402,51002,68578,UTF-8,18,true,TXT_E37DC717154AC261,[],右スティック,右摇杆,Right stick,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,71,00F29383,0,436,4,00000DB0,0x00000402,46870,64446,UTF-8,146,true,TXT_3079D347A261B23E,[],"これでよければ、アクションボタンを押してください
右スティック上：上を見る
右スティック下：下を見る","按动作键确认
右摇杆上：向上看
右摇杆下：向下看","Press the Action Button to confirm 
Right stick up: Look Up
Right stick down: Look Down",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,72,00F29383,1,442,4,00000DB0,0x00000402,47018,64594,UTF-8,146,true,TXT_AA059D0F63E135FB,[],"これでよければ、アクションボタンを押してください
右スティック上：下を見る
右スティック下：上を見る","按动作键确认
右摇杆上：向下看
右摇杆下：向上看","Press the Action Button to confirm 
Right stick up: Look Down
Right stick down: Look Up",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,73,00F29383,2,448,4,00000DB0,0x00000402,46870,64446,UTF-8,146,true,TXT_3079D347A261B23E,[],"これでよければ、アクションボタンを押してください
右スティック上：上を見る
右スティック下：下を見る","按动作键确认
右摇杆上：向上看
右摇杆下：向下看","Press the Action Button to confirm 
Right stick up: Look Up
Right stick down: Look Down",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,74,00F29383,3,454,4,00000DB0,0x00000402,47018,64594,UTF-8,146,true,TXT_AA059D0F63E135FB,[],"これでよければ、アクションボタンを押してください
右スティック上：下を見る
右スティック下：上を見る","按动作键确认
右摇杆上：向下看
右摇杆下：向上看","Press the Action Button to confirm 
Right stick up: Look Down
Right stick down: Look Up",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,75,00F19383,1,464,8,00000DB0,0x00000402,51002,68578,UTF-8,18,true,TXT_E37DC717154AC261,[],右スティック,右摇杆,Right stick,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,75,00F19383,1,465,9,00000DB0,0x00000402,51002,68578,UTF-8,18,true,TXT_E37DC717154AC261,[],右スティック,右摇杆,Right stick,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,76,00F29383,4,472,4,00000DB0,0x00000402,47314,64890,UTF-8,146,true,TXT_5CC1C99580C5C5CF,[],"これでよければ、アクションボタンを押してください
右スティック左：左を見る
右スティック右：右を見る","按动作键确认
右摇杆左：向左看
右摇杆右：向右看","Press the Action Button to confirm 
Right stick left: Look Left
Right stick right: Look Right",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,77,00F29383,5,478,4,00000DB0,0x00000402,47166,64742,UTF-8,146,true,TXT_CA0E25F80B2CD3DE,[],"これでよければ、アクションボタンを押してください
右スティック左：右を見る
右スティック右：左を見る","按动作键确认
右摇杆左：向右看
右摇杆右：向左看","Press the Action Button to confirm 
Right stick left: Look Right
Right stick right: Look Left",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,78,00F29383,6,484,4,00000DB0,0x00000402,47314,64890,UTF-8,146,true,TXT_5CC1C99580C5C5CF,[],"これでよければ、アクションボタンを押してください
右スティック左：左を見る
右スティック右：右を見る","按动作键确认
右摇杆左：向左看
右摇杆右：向右看","Press the Action Button to confirm 
Right stick left: Look Left
Right stick right: Look Right",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,79,00F29383,7,490,4,00000DB0,0x00000402,47166,64742,UTF-8,146,true,TXT_CA0E25F80B2CD3DE,[],"これでよければ、アクションボタンを押してください
右スティック左：右を見る
右スティック右：左を見る","按动作键确认
右摇杆左：向右看
右摇杆右：向左看","Press the Action Button to confirm 
Right stick left: Look Right
Right stick right: Look Left",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,80,00F19383,2,500,8,00000DB0,0x00000402,51150,68726,UTF-8,18,true,TXT_167087A104E1F6B7,[],左スティック,左摇杆,Left stick,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,80,00F19383,2,501,9,00000DB0,0x00000402,51150,68726,UTF-8,18,true,TXT_167087A104E1F6B7,[],左スティック,左摇杆,Left stick,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,81,00F19383,3,508,4,00000DB0,0x00000402,51252,68828,UTF-8,57,true,TXT_22421F72CDBAB022,[],左スティック + 攻撃ボタン（ちょい押し）,左摇杆 + （轻按）攻击键,Left stick + (tap) Attack Button,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,82,00F19383,4,514,4,00000DB0,0x00000402,51170,68746,UTF-8,42,true,TXT_B47A9044A59C7AC5,[],左スティック + しゃがみボタン,左摇杆 + 蹲下键,Left stick + Crouch Button,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,83,00F19383,5,520,4,00000DB0,0x00000402,51214,68790,UTF-8,36,true,TXT_C3A9F16505DB1729,[],左スティック + 攻撃ボタン,左摇杆 + 攻击键,Left stick + Attack Button,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,84,00F19383,6,526,4,00000DB0,0x00000402,51150,68726,UTF-8,18,true,TXT_167087A104E1F6B7,[],左スティック,左摇杆,Left stick,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,85,00F19383,7,532,4,00000DB0,0x00000402,51310,68886,UTF-8,42,true,TXT_9D82AAC3C0F21433,[],左スティック + 素手攻撃ボタン,左摇杆 + 格斗攻击键,Left stick + Hand-to-hand Attack Button,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,86,004B1CFB,0,542,8,00000DB0,0x00000402,41038,58614,UTF-8,54,true,TXT_C83736D8DA6DB924,[],Xbox LIVEにサインインできませんでした。,Unable to sign in to Xbox LIVE.,Unable to sign in to Xbox LIVE.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,86,004B1CFB,0,543,9,00000DB0,0x00000402,41038,58614,UTF-8,54,true,TXT_C83736D8DA6DB924,[],Xbox LIVEにサインインできませんでした。,Unable to sign in to Xbox LIVE.,Unable to sign in to Xbox LIVE.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,88,008A774E,0,554,8,00000DB0,0x00000402,41094,58670,UTF-8,45,true,TXT_F4AD0F12037F319D,[],Xbox LIVEへの接続に失敗しました。,Unable to connect to Xbox LIVE.,Unable to connect to Xbox LIVE.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,88,008A774E,0,555,9,00000DB0,0x00000402,41094,58670,UTF-8,45,true,TXT_F4AD0F12037F319D,[],Xbox LIVEへの接続に失敗しました。,Unable to connect to Xbox LIVE.,Unable to connect to Xbox LIVE.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,87,0061D95E,0,562,4,00000DB0,0x00000402,47928,65504,UTF-8,130,true,TXT_65475BCF61D13F0F,[],"エラーが発生しました。
Xbox 360本体の時刻設定が正しくおこなわれているか
確認してください。","An error has occurred.
Please verify that the Date & Time settings on your Xbox 360 console are correct.","An error has occurred.
Please verify that the Date & Time settings on your Xbox 360 console are correct.",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,89,00000002,0,568,4,00000DB0,0x00000402,41338,58914,UTF-8,34,true,TXT_78B3177AE2181E44,[],Yボタンを連打するんだ！,尽快连按 Y 键！,Hit the Y button as fast as you can!,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,90,0050818E,0,574,4,00000DB0,0x00000001,5662,23238,UTF-8,11,true,TXT_422A06D63843ABB5,[],BACK BUTTON,BACK 键,BACK button,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,92,00D9D9B9,0,580,4,00000DB0,0x00000001,5656,23232,UTF-8,4,true,TXT_639807A2E01886A2,[],BACK,,BACK,AUX_UNCHANGED,exact_jpn_loose_file_and_reference_index,auxiliary bank retains the original JPN text,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,91,0050818E,1,586,4,00000DB0,0x00000001,5662,23238,UTF-8,11,true,TXT_422A06D63843ABB5,[],BACK BUTTON,BACK 键,BACK button,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,93,001C9EB3,0,592,4,00000DB0,0x00000402,50224,67800,UTF-8,121,true,TXT_EF9D396F57DCF648,[],"入隊志願者はいないようです。
オンラインモードをプレイすることで志願者が増えます。","目前似乎没有任何志愿者。
进行网络对战可以增加志愿者数量。","There do not appear to be any volunteers.
Play online to increase the number of volunteers.",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,108,00F70D7B,0,598,4,00000DB0,0x00000402,46474,64050,UTF-8,52,true,TXT_83F81FBF90AD5032,[],【EXTRA OPS：098】対戦車戦：MBTk-70　Custom,[098] 坦克战：MBTk-70 定制型,[098] Tank Battle: MBTk-70 Custom,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,99,004A3DC0,0,604,4,00000DB0,0x00000402,46474,64050,UTF-8,52,true,TXT_83F81FBF90AD5032,[],【EXTRA OPS：098】対戦車戦：MBTk-70　Custom,[098] 坦克战：MBTk-70 定制型,[098] Tank Battle: MBTk-70 Custom,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,107,00E00D7B,0,610,4,00000DB0,0x00000402,46430,64006,UTF-8,43,true,TXT_BF1151405004A694,[],【EXTRA OPS：097】対戦車戦：MBTk-70,[097] 坦克战：MBTk-70,[097] Tank Battle: MBTk-70,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,98,004A3800,0,616,4,00000DB0,0x00000402,46430,64006,UTF-8,43,true,TXT_BF1151405004A694,[],【EXTRA OPS：097】対戦車戦：MBTk-70,[097] 坦克战：MBTk-70,[097] Tank Battle: MBTk-70,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,106,00DAB11D,0,622,4,00000DB0,0x00000402,43242,60818,UTF-8,137,true,TXT_089F0B3FF8AB8819,"[""<C=FF4040>"",""<C=R>"",""<I=CPY>""]","　作戦エリア：イスラ・デル・モンストルオ
<C=FF4040>ギアレックスを狩猟<C=R>せよ。

<I=CPY>CAPCOM CO., LTD.","  任务地点：怪物岛
<C=FF4040>狩猎Gear REX<C=R>。

<I=CPY>CAPCOM CO., LTD.","  Mission Location: Isla del Monstruo
<C=FF4040>Hunt the Gear REX<C=R>.

<I=CPY>CAPCOM CO., LTD.",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/005184e3.olang,,,,,005184E3,0,1,005184e3.olang,,,105,00D5B11D,0,628,4,00000DB0,0x00000402,43242,60818,UTF-8,137,true,TXT_089F0B3FF8AB8819,"[""<C=FF4040>"",""<C=R>"",""<I=CPY>""]","　作戦エリア：イスラ・デル・モンストルオ
<C=FF4040>ギアレックスを狩猟<C=R>せよ。

<I=CPY>CAPCOM CO., LTD.","  任务地点：怪物岛
<C=FF4040>狩猎Gear REX<C=R>。

<I=CPY>CAPCOM CO., LTD.","  Mission Location: Isla del Monstruo
<C=FF4040>Hunt the Gear REX<C=R>.

<I=CPY>CAPCOM CO., LTD.",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
