resource_type,container,page,page_entry_start,page_entry_capacity,tag_index,file_id,payload_variant_index,occurrence_count,occurrence_locations,record_index,record_offset,record_size,metadata_hex,text_offset_in_record,text_capacity,text_encoding,text_byte_length,terminator_present,text_group_id,control_tokens,jpn_text,mlg_cn_reference,eng_reference,reference_status,reference_method,reference_reason,cn_text
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,202,25872,128,DFA7B1000A010C0000000000000000000000000000000400C0BDF0FF763930395F3137375F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,15,true,TXT_77D4700F41948E38,[],眠らせよう,把他们打晕。,Put 'em to sleep.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,203,26000,128,E0A7B1000B010C0000000000000000000000000000000400C0BDF0FF763930395F3137385F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,15,true,TXT_4B9C4EAB1E34D6E5,[],迂回しよう,找条路绕过去。,Find a way around.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,204,26128,128,E1A7B1000C010C0000000000000000000000000000000400C0BDF0FF763930395F3137395F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,15,true,TXT_9D903B587CEEB216,[],銃で行こう,端枪！,Guns at ready!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,205,26256,128,E2A7B1000D010C0000000000000000000000000000000200C0BDF0FF763930395F3138305F7370725F736E615F320000000000000000000000000000,60,68,UTF-8,15,true,TXT_D6297DCB28B44BAE,[],ミサイル！,导弹！,Missile!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,206,26384,128,F9A7B1000E01080000000000000000000000000000000200C0BDF0FF763930395F3138315F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,9,true,TXT_B2C770128315C451,[],合体！,集合！,Fall in!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,207,26512,128,FAA7B1000F010C0000000000000000000000000000000800C0BDF0FF763930395F3138325F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,27,true,TXT_364104656B7C0684,[],見つからずに行こう,保持隐蔽。,Stay out of sight.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,208,26640,128,FBA7B10010010C0000000000000000000000000000000300C0BDF0FF763930395F3138335F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_CC7706294D07BC76,[],ダンボール！,箱子时间！,Box time!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,209,26768,128,FCA7B10011010C0000000000000000000000000000000200C0BDF0FF763930395F3138345F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,21,true,TXT_1E7D9ECAE06391A2,[],一気に行くぞ！,豁出去了！,Going all in!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,210,26896,128,FDA7B1001201080000000000000000000000000000000500C0BDF0FF763930395F3138355F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_EBF562379F6AEB8A,[],忠をつくせ！,忠诚到底，各位！,"Loyal to the end, people!",AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,211,27024,128,FEA7B10013010C0000000000000000000000000000000400C0BDF0FF763930395F3138365F7370725F736E615F316100000000000000000000000000,60,68,UTF-8,12,true,TXT_FA89A00F51D5053C,[],こっちだ,这边。,Over here.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,212,27152,128,FFA7B10014010C0000000000000000000000000000000500C0BDF0FF763930395F3138375F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,12,true,TXT_3ACA28E94528AE1A,[],ピース！,和平！,Peace!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,213,27280,128,00A8B1001501080000000000000000000000000000000500C0BDF0FF763930395F3138385F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,24,true,TXT_DE09149F23A35998,[],勝利のＶサイン！,V代表胜利！,V for victory!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,214,27408,128,01A8B1001601080000000000000000000000000000000500C0BDF0FF763930395F3138395F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,24,true,TXT_BA9380CD69176024,[],ベンセレーモス！,我们必胜！,Venceremos!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,215,27536,128,02A8B1001701080000000000000000000000000000000500C0BDF0FF763930395F3139305F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,21,true,TXT_3FC479CE733D263F,[],勝利まで永遠に,向着胜利，直到永远！,Hasta la victoria siempre!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,216,27664,128,19A8B1001801080000000000000000000000000000000500C0BDF0FF763930395F3139315F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,30,true,TXT_36F1F99FAAE91519,[],平和は歩いては来ない,和平不会自己送上门来。,Peace won't come to us.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,217,27792,128,1AA8B1001901080000000000000000000000000000000500C0BDF0FF763930395F3139325F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,15,true,TXT_509855491C316081,[],勝利か死か,胜利或死亡！,Victoria o muerte!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,218,27920,128,1BA8B1001A01080000000000000000000000000000000500C0BDF0FF763930395F3139335F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,9,true,TXT_F696C11FECB05CA9,[],VIC BOSS!,,VIC BOSS!,AUX_UNCHANGED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,auxiliary bank retains the original JPN text,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,219,28048,128,1CA8B1001B01080000000000000000000000000000000500C0BDF0FF763930395F3139345F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,8,true,TXT_8C48B66DFE1554DB,[],VIC VOS!,,VIC VOS!,AUX_UNCHANGED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,auxiliary bank retains the original JPN text,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,220,28176,128,1DA8B1001C01080000000000000000000000000000000500C0BDF0FF763930395F3139355F7370725F736E615F320000000000000000000000000000,60,68,UTF-8,24,true,TXT_AEFD788EA096B48D,[],ロケットピース！,火箭和平！,Rocket Peace!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,221,28304,128,1EA8B1001D010C0000000000000000000000000000000700C0BDF0FF763930395F3139365F7370725F736E615F320000000000000000000000000000,60,68,UTF-8,21,true,TXT_54E5AE3706A6FD91,[],骨は拾ってやる,等我完事了再来给你们收尸。,I'll pick up your bones when I'm done.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,222,28432,128,1FA8B1001E010C0000000000000000000000000000000700C0BDF0FF763930395F3139375F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,27,true,TXT_0AD61A10E3328CCC,[],家族には伝えておく,我一定会通知你们的家属。,I'll be sure to notify your next of kin.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,223,28560,128,20A8B1001F010C0000000000000000000000000000000300C0BDF0FF763930395F3231345F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,15,true,TXT_DD2841CA5329C5EB,[],中に入れ！,快进去！,Get inside!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,224,28688,128,21A8B10020010C0000000000000000000000000000000200C0BDF0FF763930395F3231355F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_B1A3B836A47118DC,[],構えて撃て！,开火！,Open fire!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,225,28816,128,22A8B10021010C0000000000000000000000000000000200C0BDF0FF763930395F3231365F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,27,true,TXT_3D1F0466E02468F4,[],花火でも上げるか！,看来是时候放烟花了…,Guess it's time to launch some fireworks...,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,0,16,128,B99FB10032000C0000000000000000000000000000000700C0BDF0FF763930395F3030315F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,27,true,TXT_33D798CBB4F8E18F,[],まだ終わってない！,还没结束！,It's not over yet!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,1,144,128,BA9FB10033000800D007C409B80BC409D007230000000700204E0000763930395F3030315F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,30,true,TXT_DFB1078A9AD07562,[],まだ終わってない！！,还没结束！！,It's not over yet!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,2,272,128,BB9FB10034000800A00F881370178813B80B230000000700E0220200763930395F3030325F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,33,true,TXT_06E482B2F7F46EEA,[],まだ終わってない！！！,还没结束！！！,It's not over yet!!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,3,400,128,BC9FB10035000800401F282310272823881323000000070030570500763930395F3030335F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,36,true,TXT_967F05901C13314D,[],まだ終わってない！！！！,还没结束！！！！,It's not over yet!!!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,4,528,128,BD9FB10036000C0000000000000000000000000000000700C0BDF0FF763930395F3030345F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,27,true,TXT_B38CF45E427509B5,[],俺たちはまだやれる,我们还在战斗中。,We're still in this fight.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,5,656,128,BE9FB10037000900D007C409B80BC409C409230000000700B8880000763930395F3030345F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,30,true,TXT_F0E83372821159D7,[],俺たちはまだやれる！,我们还在战斗中！,We're still in this fight!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,6,784,128,BF9FB10038000900A00F881370178813AC0D23000000070010980200763930395F3030355F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,33,true,TXT_9BE6C0754F48564E,[],俺たちはまだやれる！！,我们还在战斗中！！,We're still in this fight!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,7,912,128,C09FB10039000900401F2823102728237C15230000000700B08F0600763930395F3030365F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,36,true,TXT_B0E57DDBCFEFEB16,[],俺たちはまだやれる！！！,我们还在战斗中！！！,We're still in this fight!!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,8,1040,128,C19FB1003A000C0000000000000000000000000000000700C0BDF0FF763930395F3030375F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,9,true,TXT_0FD3882BD7D19AB5,[],やるぞ,我准备好了。,I'm ready to go.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,9,1168,128,C29FB1003B000800DC055307CA085307000023000100070030750000763930395F3030375F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,12,true,TXT_655625F1012DFC74,[],やるぞ！,我准备好了！,I'm ready to go!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,10,1296,128,D99FB1003C000800B80BA60E9411A60E0000230001000700785D0200763930395F3030385F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,15,true,TXT_DBE7516B63C6B3D8,[],やるぞ！！,我准备好了！！,I'm ready to go!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,11,1424,128,DA9FB1003D00080070174C1D28234C1D000023000100070050A50500763930395F3030395F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_F31D3D4557DEBC9B,[],やるぞ！！！,我准备好了！！！,I'm ready to go!!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,12,1552,128,DB9FB1003E000C0000000000000000000000000000000700C0BDF0FF763930395F3031305F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_313BE2293C229833,[],俺がついてる,我跟你一起。,I'm with ya.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,13,1680,128,DC9FB1003F000900DC055307CA0853070000230001000700409C0000763930395F3031305F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,21,true,TXT_54D1DE3CBE982D5F,[],俺がついてる！,我跟你一起！,I'm with ya!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,14,1808,128,DD9FB10040000900B80BA60E9411A60E0000230001000700B8F90200763930395F3031315F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,24,true,TXT_FA051CD658EE5355,[],俺がついてる！！,我跟你一起！！,I'm with ya!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,15,1936,128,DE9FB1004100090070174C1D28234C1D0000230001000700C0B60600763930395F3031325F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,27,true,TXT_2BC64B645481C795,[],俺がついてる！！！,我跟你一起！！！,I'm with ya!!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,16,2064,128,DF9FB10042000C0000000000000000000000000000000700C0BDF0FF763930395F3031335F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,9,true,TXT_63067967811E8018,[],死ぬな,别死啊。,Don't die on me.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,17,2192,128,E09FB1004300080032004B0032003200D007000000000700B0AD0100763930395F3031335F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,12,true,TXT_2C4706845AB4DAB3,[],死ぬな！,别死啊！,Don't die on me!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,18,2320,128,E19FB100440008006400640064006400B80B000000000700844F0400763930395F3031345F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_BE6113FBBA4C1B76,[],死ぬな！！！,别死啊！！！,Don't die on me!!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,19,2448,128,E29FB10045000C0000000000000000000000000000000600C0BDF0FF763930395F3031355F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,15,true,TXT_D4141E99DD99FAC2,[],さすがだな,我就知道你能行！,I knew you had it in you!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,20,2576,128,F99FB10046002800C800FA00C800C800F40123000000060070170000763930395F3031365F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_1AB6F8B6A71D4748,[],さすがだな！,我就知道你能行！！,I knew you had it in you!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,21,2704,128,FA9FB10047000C0000000000000000000000000000000600C0BDF0FF763930395F3031375F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,15,true,TXT_8298989BFFD572CA,[],さすがです,我就知道你能行…,I knew you had it in you...,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,22,2832,128,FB9FB100480068009001F40190019001C800230000000600C0BDF0FF763930395F3031385F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_F00B0FD80A90EB74,[],さすがです！,我就知道你能行… …,I knew you had it in you... ...,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,23,2960,128,FC9FB10049000C0000000000000000000000000000000600C0BDF0FF763930395F3031395F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_ED18ABFCD268E9E6,[],いいセンスだ,你挺厉害。,You're pretty good.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,24,3088,128,FD9FB1004A002800E803E204E803E803DC0523000000060088840200763930395F3032305F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,21,true,TXT_5BB3DAC794859A26,[],いいセンスだ！,你挺厉害！,You're pretty good!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,25,3216,128,FE9FB1004B000C0000000000000000000000000000000700C0BDF0FF763930395F3032315F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,15,true,TXT_1FE701F2CFDF7C78,[],後は頼むぞ,接下来交给你了。,You take it from here.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,26,3344,128,FF9FB1004C0009000000000000000000000000000100070098AB0200763930395F3032325F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_15AE0CCD4D014A9B,[],後は頼むぞ！,接下来交给你了！,You take it from here!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,27,3472,128,00A0B1004D000C0000000000000000000000000000000200C0BDF0FF763930395F3032335F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,6,true,TXT_1AA81D86C6DA7D6E,[],眠れ,说晚安吧。,Say good night.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,28,3600,128,01A0B1004E0008000000000000000000DC0500000000020038C10100763930395F3032345F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,12,true,TXT_FC9FA054DB9BAE65,[],眠れ……,说晚安吧… …,Say good night... ...,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,29,3728,128,02A0B1004F00080000000000000000000000000000000200C0BDF0FF763930395F3032355F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,9,true,TXT_22F30F194A8BDED0,[],落ちろ,趴下。,Down on the ground.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,30,3856,128,19A0B10050000800F401F401F401F4018813000000000200D8470300763930395F3032355F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,12,true,TXT_3F0DE8585F16B9CB,[],落ちろ！,趴下！,Down on the ground!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,31,3984,128,1AA0B10051000800E803E803E803E8038813000000000200F8950300763930395F3032365F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,15,true,TXT_DF53DBC2330EBB62,[],落ちろ！！,趴下！！,Down on the ground!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,32,4112,128,1BA0B10052000800D007D007D007D007881300000000020010090500763930395F3032375F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_BFDFF66E20991A6B,[],落ちろ！！！,趴下！！！,Down on the ground!!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,33,4240,128,1CA0B10053000C0000000000000000000000000000000200C0BDF0FF763930395F3032385F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,12,true,TXT_30C1B66BC46C6740,[],降伏しろ,投降。,Surrender.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,34,4368,128,1DA0B100540008000000000000000000761600000000020020A10700763930395F3032395F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_54641B6AA8C57C8E,[],降伏しろ！！,投降！！,Surrender!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,35,4496,128,1EA0B10055000C0000000000000000000000000000000800C0BDF0FF763930395F3033305F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_117C7F77AC1D7EC9,[],静かに行くぞ,他们听不到我靠近。,They'll never hear me coming.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,36,4624,128,1FA0B1005600080032004B0032003200EE0258020000080094110000763930395F3033305F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,21,true,TXT_0F84BE3ACF75274F,[],静かに行くぞ！,他们听不到我靠近！,They'll never hear me coming!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,37,4752,128,20A0B100570008006400960064006400DC0558020000080048E80100763930395F3033315F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,24,true,TXT_0E1FEF5389AE3D85,[],静かに行くぞ！！,他们听不到我靠近！！,They'll never hear me coming!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,38,4880,128,21A0B100580008002C01C2012C012C01B80B58020000080080A90300763930395F3033325F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,27,true,TXT_25A292E9F6DABE74,[],静かに行くぞ！！！,他们听不到我靠近！！！,They'll never hear me coming!!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,10,1486848,266240,15,1E4C1146,1,1,10:15,39,5008,128,22A0B10059000C0000000000000000000000000000000800C0BDF0FF763930395F3033335F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_8CD818C982AAEF6C,[],静かに行こう,让他们尝尝无声的厉害。,Give 'em the silent treatment.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
